"FASE","sBIB","SYMBOOL","SYMBOOL_alt","ID","opt","STATUS","VRKL_KORT","VRKL_LANG"
"V","SVW","V-SVW-VERKEERSTEKEN_DRAAGCONSTRUCTIE_UITHOUDER_TWEEZIJDIG-SO","SVW:V-SVW-VERKEERSTEKEN_DRAAGCONSTRUCTIE_UITHOUDER_TWEEZIJDIG","4097","SO","*","",""
"V","SVW","V-SVW-VERKEERSTEKEN_DRAAGCONSTRUCTIE_PORTAAL_PANEELENKELERICHTING-SO","SVW:V-SVW-VERKEERSTEKEN_DRAAGCONSTRUCTIE_PORTAAL_PANEELENKELERICHTING","4096","SO","*","",""
"","SVW","SVW-BEWEGWIJZERING-SO","SVW:SVW-BEWEGWIJZERING","3295","SO","*","",""
"","SVW","SVW-BEWEGWIJZERING_DRAAGCONSTRUCTIE_PORTAAL_SIGNALERING","SVW:SVW-BEWEGWIJZERING_DRAAGCONSTRUCTIE_PORTAAL_SIGNALERIN","2567","","*","",""
"","SVW","SVW-BEWEGWIJZERING_DRAAGCONSTRUCTIE_PORTAAL_HULP","SVW:SVW-BEWEGWIJZERING_DRAAGCONSTRUCTIE_PORTAAL_HUL","2566","","*","",""
"","SVW","SVW-BEWEGWIJZERING_DRAAGCONSTRUCTIE_PORTAAL_ANWB","SVW:SVW-BEWEGWIJZERING_DRAAGCONSTRUCTIE_PORTAAL_ANW","2564","","*","",""
"","SVW","SVW-BEWEGWIJZERING_DRAAGCONSTRUCTIE_PORTAAL_COMBI","SVW:SVW-BEWEGWIJZERING_DRAAGCONSTRUCTIE_PORTAAL_COMB","2565","","*","",""
"","SVW","SVW-POLLER_VAST-SO","SVW:SVW-POLLER_VAST","2971","SO","*","",""
"","SVW","SVW-POLLER_BEWEEGBAAR-SO","SVW:SVW-POLLER_BEWEEGBAAR","2969","SO","*","",""
"","SVW","SVW-POLLER_SCANPAAL-SO","SVW:SVW-POLLER_SCANPAAL","2970","SO","*","",""
"","SVW","SVW-POLLER-SO","SVW:SVW-POLLER","2968","SO","*","",""
"","SVW","SVW-HECTOMETERPAAL-SO","SVW:SVW-HECTOMETERPAAL","3297","SO","*","",""
"","SVW","SVW-AFSLUITPAAL-SO","SVW:SVW-AFSLUITPAAL","3294","SO","*","",""
"","SVW","SVW-VERKEERSSPIEGEL_DRAAGCONSTRUCTIE-SO","SVW:SVW-VERKEERSSPIEGEL_DRAAGCONSTRUCTIE","3303","SO","*","",""
"V","SVW","V-SVW-VERKEERSSPIEGEL-SO","SVW:V-SVW-VERKEERSSPIEGEL","4085","SO","*","",""
"V","SVW","V-SVW-VERKEERSSPIEGEL_DRAAGCONSTRUCTIE-SO","SVW:V-SVW-VERKEERSSPIEGEL_DRAAGCONSTRUCTIE","4086","SO","*","",""
"","SVW","SVW-VERKEERSSPIEGEL-SO","SVW:SVW-VERKEERSSPIEGEL","3302","SO","*","",""
"","SVW","SVW-HALTEPAAL-SO","SVW:SVW-HALTEPAAL","3296","SO","*","",""
"","SBC","SBC-WAPENING_DEELEINDE-SO","SBC:SBC-WAPENING_DEELEINDE","138","SO","*","",""
"","SBC","SBC-WAPENING_LAAG_03-SO","SBC:SBC-WAPENING_LAAG_03","141","SO","*","",""
"","SBC","SBC-WAPENING_LAAG_02-SO","SBC:SBC-WAPENING_LAAG_02","140","SO","*","",""
"","SBC","SBC-WAPENING_LAAG_01-SO","SBC:SBC-WAPENING_LAAG_01","139","SO","*","",""
"","SBC","SBC-WAPENING_AFBREEK-SO","SBC:SBC-WAPENING_AFBREEK","137","SO","*","",""
"","SBC","SBC-VOORSPANNING_ZONDERAANHECHTING_VERANKERING_BLINDEVERANKERING-SO","SBC:SBC-VOORSPANNING_ZONDERAANHECHTING_VERANKERING_BLINDEVERANKERING","159","SO","*","",""
"","SBC","SBC-VOORSPANNING_ZONDERAANHECHTING_2VOORSPANELEMENT-SO","SBC:SBC-VOORSPANNING_ZONDERAANHECHTING_2VOORSPANELEMENT","153","SO","*","",""
"","SBC","SBC-VOORSPANNING_METAANHECHTING_VERANKERING_SPANANKERMETKOPPELING-SO","SBC:SBC-VOORSPANNING_METAANHECHTING_VERANKERING_SPANANKERMETKOPPELING","148","SO","*","",""
"","SBC","SBC-VOORSPANNING_METAANHECHTING_KANAAL-SOD","SBC:SBC-VOORSPANNING_METAANHECHTING_KANAAL","142","SOD","*","",""
"","SBC","SBC-VOORSPANNING_METAANHECHTING_VOORSPANELEMENT-SOD","SBC:SBC-VOORSPANNING_METAANHECHTING_VOORSPANELEMENT","151","SOD","*","",""
"","SBC","SBC-VOORSPANNING_METAANHECHTING_KOPPELING-SO","SBC:SBC-VOORSPANNING_METAANHECHTING_KOPPELING","143","SO","*","",""
"","SBC","SBC-VOORSPANNING_METAANHECHTING_VERANKERING_INTREKKINGSVRIJANKER-SO","SBC:SBC-VOORSPANNING_METAANHECHTING_VERANKERING_INTREKKINGSVRIJANKER","146","SO","*","",""
"","SBC","SBC-VOORSPANNING_ZONDERAANHECHTING_VERANKERING_SPANVERANKERINGSCHUIN-SO","SBC:SBC-VOORSPANNING_ZONDERAANHECHTING_VERANKERING_SPANVERANKERINGSCHUIN","161","SO","*","",""
"","SBC","SBC-VOORSPANNING_METAANHECHTING_VERANKERING_BLINDANKER-SO","SBC:SBC-VOORSPANNING_METAANHECHTING_VERANKERING_BLINDANKER","145","SO","*","",""
"","SBC","SBC-VOORSPANNING_ZONDERAANHECHTING_WAPVORM-SO","SBC:SBC-VOORSPANNING_ZONDERAANHECHTING_WAPVORM","165","SO","*","",""
"","SBC","SBC-VOORSPANNING_ZONDERAANHECHTING_VERANKERING_KOPAANZICHT-SO","SBC:SBC-VOORSPANNING_ZONDERAANHECHTING_VERANKERING_KOPAANZICHT","160","SO","*","",""
"","SBC","SBC-VOORSPANNING_ZONDERAANHECHTING_VERANKERING-SO","SBC:SBC-VOORSPANNING_ZONDERAANHECHTING_VERANKERING","162","SO","*","",""
"","SBC","SBC-VOORSPANNING_ZONDERAANHECHTING_1VOORSPANELEMENT-SO","SBC:SBC-VOORSPANNING_ZONDERAANHECHTING_1VOORSPANELEMENT","152","SO","*","",""
"","SBC","SBC-VOORSPANNING_METAANHECHTING_VERANKERING_NIETSPANANKER-SO","SBC:SBC-VOORSPANNING_METAANHECHTING_VERANKERING_NIETSPANANKER","147","SO","*","",""
"","SBC","SBC-VOORSPANNING_ZONDERAANHECHTING_WAPSTAAF_VOORSPANELEMENT-SO","SBC:SBC-VOORSPANNING_ZONDERAANHECHTING_WAPSTAAF_VOORSPANELEMENT","164","SO","*","",""
"","SBC","SBC-VOORSPANNING_ZONDERAANHECHTING_KRUISING-SO","SBC:SBC-VOORSPANNING_ZONDERAANHECHTING_KRUISING","157","SO","*","",""
"","SBC","SBC-VOORSPANNING_METAANHECHTING_VERANKERING-SO","SBC:SBC-VOORSPANNING_METAANHECHTING_VERANKERING","150","SO","*","",""
"","SBC","SBC-VOORSPANNING_METAANHECHTING_VERANKERING_SPANANKER-SO","SBC:SBC-VOORSPANNING_METAANHECHTING_VERANKERING_SPANANKER","149","SO","*","",""
"","SBC","SBC-VOORSPANNING_ZONDERAANHECHTING_VOLGORDE-SO","SBC:SBC-VOORSPANNING_ZONDERAANHECHTING_VOLGORDE","163","SO","*","",""
"","SBC","SBC-VOORSPANNING_ZONDERAANHECHTING_4VOORSPANELEMENT-SO","SBC:SBC-VOORSPANNING_ZONDERAANHECHTING_4VOORSPANELEMENT","155","SO","*","",""
"","SBC","SBC-VOORSPANNING_METAANHECHTING_ONTLUCHTINGINJECTIE-SO","SBC:SBC-VOORSPANNING_METAANHECHTING_ONTLUCHTINGINJECTIE","144","SO","*","",""
"","SBC","SBC-VOORSPANNING_ZONDERAANHECHTING_5VOORSPANELEMENT-SO","SBC:SBC-VOORSPANNING_ZONDERAANHECHTING_5VOORSPANELEMENT","156","SO","*","",""
"","SBC","SBC-VOORSPANNING_ZONDERAANHECHTING_3VOORSPANELEMENT-SO","SBC:SBC-VOORSPANNING_ZONDERAANHECHTING_3VOORSPANELEMENT","154","SO","*","",""
"","SBC","SBC-VOORSPANNING_ZONDERAANHECHTING_TUSSENSPANPUNT-SO","SBC:SBC-VOORSPANNING_ZONDERAANHECHTING_TUSSENSPANPUNT","158","SO","*","",""
"","SMO","SMO-BODEM_MONSTER_PUTBODEM-SO","SMO:SMO-BODEM_MONSTER_PUTBODEM","2715","SO","*","",""
"","SMO","SMO-BODEM_SONDERING-SO","SMO:SMO-BODEM_SONDERING","935","SO","*","",""
"V","SMO","V-SMO-BODEM_HELLINGMETERBUIS-SO","SMO:V-SMO-BODEM_HELLINGMETERBUIS","3709","SO","*","",""
"B","SMO","B-SMO-BODEM_PEILBUIS_2FILTER_DERDEN-SO","SMO:B-SMO-BODEM_PEILBUIS_2FILTER_DERDEN","903","SO","*","",""
"","SMO","SMO-BODEM_GEHALTE-SO","SMO:SMO-BODEM_GEHALTE","926","SO","*","",""
"V","SMO","V-SMO-BODEM_PEILBUIS_MINIFILTER-SO","SMO:V-SMO-BODEM_PEILBUIS_MINIFILTER","3718","SO","*","",""
"","SMO","SMO-BODEM_ASBESTGAT_BORING-SO","SMO:SMO-BODEM_ASBESTGAT_BORING","909","SO","*","",""
"","SMO","SMO-BODEM_NULPUNT-SO","SMO:SMO-BODEM_NULPUNT","931","SO","*","",""
"","SMO","SMO-BODEM_CONCENTRATIE_6-SO","SMO:SMO-BODEM_CONCENTRATIE_6","2713","SO","*","",""
"","SMO","SMO-BODEM_CONCENTRATIE_2-SO","SMO:SMO-BODEM_CONCENTRATIE_2","2711","SO","*","",""
"","SMO","SMO-BODEM_CONCENTRATIE_4-SO","SMO:SMO-BODEM_CONCENTRATIE_4","2712","SO","*","",""
"V","SMO","V-SMO-BODEM_WATERSPANNINGSMETER-SO","SMO:V-SMO-BODEM_WATERSPANNINGSMETER","3719","SO","*","",""
"","SMO","SMO-BODEM_MINIFILTER-SO","SMO:SMO-BODEM_MINIFILTER","928","SO","*","",""
"V","SMO","V-SMO-BODEM_ZAKBAAK_DERDEN-SO","SMO:V-SMO-BODEM_ZAKBAAK_DERDEN","3721","SO","*","",""
"B","SMO","B-SMO-BODEM_ZAKBAAK_DERDEN-SO","SMO:B-SMO-BODEM_ZAKBAAK_DERDEN","907","SO","*","",""
"V","SMO","V-SMO-BODEM_PEILBUIS_1FILTER-SO","SMO:V-SMO-BODEM_PEILBUIS_1FILTER","3710","SO","*","",""
"","SMO","SMO-BODEM_HELLINGMETERBUIS-SO","SMO:SMO-BODEM_HELLINGMETERBUIS","927","SO","*","",""
"","SMO","SMO-BODEM_BORING_HANDMATIG-SO","SMO:SMO-BODEM_BORING_HANDMATIG","924","SO","*","",""
"","SMO","SMO-BODEM_WATERSPANNINGSMETER-SO","SMO:SMO-BODEM_WATERSPANNINGSMETER","946","SO","*","",""
"B","SMO","B-SMO-BODEM_SONDERING_DERDEN-SO","SMO:B-SMO-BODEM_SONDERING_DERDEN","905","SO","*","",""
"","SMO","SMO-BODEM_STEEK_BAGGERLAAG-SO","SMO:SMO-BODEM_STEEK_BAGGERLAAG","2111","SO","*","",""
"","SMO","SMO-BODEM_SONDERING_MIDDELZWAAR_KLEEF-SO","SMO:SMO-BODEM_SONDERING_MIDDELZWAAR_KLEEF","941","SO","*","",""
"","SMO","SMO-BODEM_BORING_05-SO","SMO:SMO-BODEM_BORING_05","916","SO","*","",""
"","SMO","SMO-BODEM_MONSTER_PUTWAND-SO","SMO:SMO-BODEM_MONSTER_PUTWAND","2716","SO","*","",""
"V","SMO","V-SMO-BODEM_BORING_HANDMATIG_PEILBUIS_1FILTER-SO","SMO:V-SMO-BODEM_BORING_HANDMATIG_PEILBUIS_1FILTER","3708","SO","*","",""
"","SMO","SMO-BODEM_PROEFSLEUF-SO","SMO:SMO-BODEM_PROEFSLEUF","932","SO","*","",""
"","SMO","SMO-BODEM_STEEK_VASTEBODEM-SO","SMO:SMO-BODEM_STEEK_VASTEBODEM","2112","SO","*","",""
"V","SMO","V-SMO-BODEM_PEILBUIS_3FILTER_DERDEN-SO","SMO:V-SMO-BODEM_PEILBUIS_3FILTER_DERDEN","3716","SO","*","",""
"","SMO","SMO-BODEM_BORING_HANDMATIG_PEILBUIS_1FILTER-SO","SMO:SMO-BODEM_BORING_HANDMATIG_PEILBUIS_1FILTER","925","SO","*","",""
"","SMO","SMO-BODEM_PEILBUIS_1FILTER_HANDMATIG-SO","SMO:SMO-BODEM_PEILBUIS_1FILTER_HANDMATIG","2717","SO","*","",""
"","SMO","SMO-BODEM_ASBESTGAT-SO","SMO:SMO-BODEM_ASBESTGAT","908","SO","*","",""
"","SMO","SMO-BODEM_PEILBUIS_2FILTER-SO","SMO:SMO-BODEM_PEILBUIS_2FILTER","921","SO","*","",""
"","SMO","SMO-BODEM_PEILBUIS_3FILTER-SO","SMO:SMO-BODEM_PEILBUIS_3FILTER","922","SO","*","",""
"","SMO","SMO-BODEM_PEILBUIS_MIDIFILTER-SO","SMO:SMO-BODEM_PEILBUIS_MIDIFILTER","2110","SO","*","",""
"","SMO","SMO-BODEM_PEILBUIS_MINIFILTER-SO","SMO:SMO-BODEM_PEILBUIS_MINIFILTER","2109","SO","*","",""
"","SMO","SMO-BODEM_PEILBUIS_1FILTER-SO","SMO:SMO-BODEM_PEILBUIS_1FILTER","920","SO","*","",""
"","SMO","SMO-BODEM_STEEK_WATERBODEM-SO","SMO:SMO-BODEM_STEEK_WATERBODEM","2113","SO","*","",""
"B","SMO","B-SMO-BODEM_PEILBUIS_3FILTER_DERDEN-SO","SMO:B-SMO-BODEM_PEILBUIS_3FILTER_DERDEN","904","SO","*","",""
"","SMO","SMO-BODEM_SONDERING_KLEEF_NIET UITGEVOERD-SO","SMO:SMO-BODEM_SONDERING_KLEEF_NIET UITGEVOERD","939","SO","*","",""
"","SMO","SMO-BODEM_BORING_NIET UITGEVOERD-SO","SMO:SMO-BODEM_BORING_NIET UITGEVOERD","919","SO","*","",""
"","SMO","SMO-BODEM_ASBESTGAT_PEILBUIS-SO","SMO:SMO-BODEM_ASBESTGAT_PEILBUIS","910","SO","*","",""
"","SMO","SMO-BODEM_MONSTER_D2-SO","SMO:SMO-BODEM_MONSTER_D2","930","SO","*","",""
"B","SMO","B-SMO-BODEM_PEILBUIS_1FILTER_DERDEN-SO","SMO:B-SMO-BODEM_PEILBUIS_1FILTER_DERDEN","902","SO","*","",""
"V","SMO","V-SMO-BODEM_PEILBUIS_2FILTER-SO","SMO:V-SMO-BODEM_PEILBUIS_2FILTER","3713","SO","*","",""
"","SMO","SMO-BODEM_SLIBMONSTER-SO","SMO:SMO-BODEM_SLIBMONSTER","933","SO","*","",""
"V","SMO","V-SMO-BODEM_PEILBUIS_2FILTER_DERDEN-SO","SMO:V-SMO-BODEM_PEILBUIS_2FILTER_DERDEN","3714","SO","*","",""
"V","SMO","V-SMO-BODEM_PEILBUIS_1FILTER_DERDEN-SO","SMO:V-SMO-BODEM_PEILBUIS_1FILTER_DERDEN","3711","SO","*","",""
"V","SMO","V-SMO-BODEM_PEILBUIS_1FILTER_HANDMATIG-SO","SMO:V-SMO-BODEM_PEILBUIS_1FILTER_HANDMATIG","3712","SO","*","",""
"","SMO","SMO-BODEM_MONSTER_D1-SO","SMO:SMO-BODEM_MONSTER_D1","929","SO","*","",""
"V","SMO","V-SMO-BODEM_ZAKBAAK-SO","SMO:V-SMO-BODEM_ZAKBAAK","3720","SO","*","",""
"","SMO","SMO-BODEM_BORING_01-SO","SMO:SMO-BODEM_BORING_01","912","SO","*","",""
"","SMO","SMO-BODEM_SONDERING_KLEEF-SO","SMO:SMO-BODEM_SONDERING_KLEEF","937","SO","*","",""
"","SMO","SMO-BODEM_BORING-SO","SMO:SMO-BODEM_BORING","911","SO","*","",""
"","SMO","SMO-BODEM_SONDERING_GESTUIT-SO","SMO:SMO-BODEM_SONDERING_GESTUIT","936","SO","*","",""
"V","SMO","V-SMO-BODEM_ASBESTGAT_PEILBUIS-SO","SMO:V-SMO-BODEM_ASBESTGAT_PEILBUIS","3707","SO","*","",""
"","SMO","SMO-BODEM_ASBESTGAT_BORING_DIEP-SO","SMO:SMO-BODEM_ASBESTGAT_BORING_DIEP","2714","SO","*","",""
"","SMO","SMO-BODEM_VASTPUNT-SO","SMO:SMO-BODEM_VASTPUNT","2619","SO","*","",""
"","SMO","SMO-BODEM_ZAKBAAK-SO","SMO:SMO-BODEM_ZAKBAAK","947","SO","*","",""
"","SMO","SMO-BODEM_BORING_VERHARDING-SO","SMO:SMO-BODEM_BORING_VERHARDING","2754","SO","*","",""
"V","SMO","V-SMO-BODEM_PEILBUIS_MIDIFILTER-SO","SMO:V-SMO-BODEM_PEILBUIS_MIDIFILTER","3717","SO","*","",""
"B","SMO","B-SMO-BODEM_BORING_DERDEN-SO","SMO:B-SMO-BODEM_BORING_DERDEN","901","SO","*","",""
"","SMO","SMO-BODEM_BORING_02-SO","SMO:SMO-BODEM_BORING_02","913","SO","*","",""
"","SMO","SMO-BODEM_SONDERING_NIET UITGEVOERD-SO","SMO:SMO-BODEM_SONDERING_NIET UITGEVOERD","942","SO","*","",""
"V","SMO","V-SMO-BODEM_PEILBUIS_3FILTER-SO","SMO:V-SMO-BODEM_PEILBUIS_3FILTER","3715","SO","*","",""
"","SMO","SMO-BODEM_BORING_04-SO","SMO:SMO-BODEM_BORING_04","915","SO","*","",""
"","SMO","SMO-BODEM_SONDERING_ZWAAR_KLEEF-SO","SMO:SMO-BODEM_SONDERING_ZWAAR_KLEEF","944","SO","*","",""
"","SMO","SMO-BODEM_BORING_GESTUIT-SO","SMO:SMO-BODEM_BORING_GESTUIT","918","SO","*","",""
"","SMO","SMO-BODEM_SONDERING_SLAGSONDERING-SO","SMO:SMO-BODEM_SONDERING_SLAGSONDERING","934","SO","*","",""
"B","SMO","B-SMO-BODEM_SONDERING_DERDEN_KLEEF-SO","SMO:B-SMO-BODEM_SONDERING_DERDEN_KLEEF","906","SO","*","",""
"","SMO","SMO-BODEM_BORING_06-SO","SMO:SMO-BODEM_BORING_06","917","SO","*","",""
"","SMO","SMO-BODEM_SONDERING_ZWAAR-SO","SMO:SMO-BODEM_SONDERING_ZWAAR","943","SO","*","",""
"","SMO","SMO-BODEM_BORING_03-SO","SMO:SMO-BODEM_BORING_03","914","SO","*","",""
"","SMO","SMO-BODEM_SONDERING_MIDDELZWAAR-SO","SMO:SMO-BODEM_SONDERING_MIDDELZWAAR","940","SO","*","",""
"","SMO","SMO-BODEM_BORING_SCHUIN-SO","SMO:SMO-BODEM_BORING_SCHUIN","923","SO","*","",""
"","SMO","SMO-BODEM_SONDERING_KLEEF_GESTUIT-SO","SMO:SMO-BODEM_SONDERING_KLEEF_GESTUIT","938","SO","*","",""
"","SMO","SMO-GRONDWATER_FILTER_01-SO","SMO:SMO-GRONDWATER_FILTER_01","948","SO","*","",""
"V","SMO","V-SMO-GRONDWATER_FILTER_02-SO","SMO:V-SMO-GRONDWATER_FILTER_02","3723","SO","*","",""
"","SMO","SMO-GRONDWATER_GEHALTE-SO","SMO:SMO-GRONDWATER_GEHALTE","950","SO","*","",""
"","SMO","SMO-GRONDWATER_FILTER_02-SO","SMO:SMO-GRONDWATER_FILTER_02","949","SO","*","",""
"V","SMO","V-SMO-GRONDWATER_FILTER_01-SO","SMO:V-SMO-GRONDWATER_FILTER_01","3722","SO","*","",""
"","SMO","SMO-GRONDWATER_STROOMRICHTING-SO","SMO:SMO-GRONDWATER_STROOMRICHTING","2718","SO","*","",""
"","SMO","SMO-SITUATIE_RUIMTELIJKE EENHEID-SO","SMO:SMO-SITUATIE_RUIMTELIJKE EENHEID","2719","SO","*","",""
"","SGC","SGC-DAMWAND_STAAL_ARCELOR_GU7S_600-MM","SGC:SGC-DAMWAND_STAAL_ARCELOR_GU7S_600","254","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_ARCELOR_AU17_750-MM","SGC:SGC-DAMWAND_STAAL_ARCELOR_AU17_750","213","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_CONNECTOR_DELTA13-MM","SGC:SGC-DAMWAND_STAAL_CONNECTOR_DELTA13","310","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_ARCELOR_PU22_600-MM","SGC:SGC-DAMWAND_STAAL_ARCELOR_PU22_600","298","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_ARCELOR_PU12_6001010-MM","SGC:SGC-DAMWAND_STAAL_ARCELOR_PU12_6001010","290","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_ARCELOR_AZ18_700-MM","SGC:SGC-DAMWAND_STAAL_ARCELOR_AZ18_700","238","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_ARCELOR_AZ36_700N-MM","SGC:SGC-DAMWAND_STAAL_ARCELOR_AZ36_700N","220","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_HOESCH_1200_575-MM","SGC:SGC-DAMWAND_STAAL_HOESCH_1200_575","318","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_LARSSEN_L25_500-MM","SGC:SGC-DAMWAND_STAAL_LARSSEN_L25_500","343","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_HOESCH_1856_675-MM","SGC:SGC-DAMWAND_STAAL_HOESCH_1856_675","327","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_HOESCH_1205_575-MM","SGC:SGC-DAMWAND_STAAL_HOESCH_1205_575","319","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_ARCELOR_GU6N_600-MM","SGC:SGC-DAMWAND_STAAL_ARCELOR_GU6N_600","252","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_ARCELOR_PU12_600-MM","SGC:SGC-DAMWAND_STAAL_ARCELOR_PU12_600","291","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_ARCELOR_PU22_6001-MM","SGC:SGC-DAMWAND_STAAL_ARCELOR_PU22_6001","297","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_ARCELOR_AZ12_770-MM","SGC:SGC-DAMWAND_STAAL_ARCELOR_AZ12_770","224","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_LARSSEN_L703_700-MM","SGC:SGC-DAMWAND_STAAL_LARSSEN_L703_700","355","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_ARCELOR_AS500_12.7-MM","SGC:SGC-DAMWAND_STAAL_ARCELOR_AS500_12.7","209","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_ARCELOR_GU18_400-MM","SGC:SGC-DAMWAND_STAAL_ARCELOR_GU18_400","260","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_ARCELOR_GU16_400-MM","SGC:SGC-DAMWAND_STAAL_ARCELOR_GU16_400","259","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_ARCELOR_AU25_750-MM","SGC:SGC-DAMWAND_STAAL_ARCELOR_AU25_750","218","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_ARCELOR_PAL3040_660-MM","SGC:SGC-DAMWAND_STAAL_ARCELOR_PAL3040_660","262","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_HOESCH_3406_675-MM","SGC:SGC-DAMWAND_STAAL_HOESCH_3406_675","335","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_HOESCH_1105_575-MM","SGC:SGC-DAMWAND_STAAL_HOESCH_1105_575","317","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_HOESCH_2555_575-MM","SGC:SGC-DAMWAND_STAAL_HOESCH_2555_575","332","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_LARSSEN_L31_450-MM","SGC:SGC-DAMWAND_STAAL_LARSSEN_L31_450","344","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_HOESCH_3806_675-MM","SGC:SGC-DAMWAND_STAAL_HOESCH_3806_675","339","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_ARCELOR_AU21_750-MM","SGC:SGC-DAMWAND_STAAL_ARCELOR_AU21_750","216","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_LARSSEN_L600_600-MM","SGC:SGC-DAMWAND_STAAL_LARSSEN_L600_600","347","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_ARCELOR_AZ28_630-MM","SGC:SGC-DAMWAND_STAAL_ARCELOR_AZ28_630","248","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_LARSSEN_L605_600-MM","SGC:SGC-DAMWAND_STAAL_LARSSEN_L605_600","352","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_ARCELOR_PAU2780_804-MM","SGC:SGC-DAMWAND_STAAL_ARCELOR_PAU2780_804","278","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_ARCELOR_PAZ4450_725-MM","SGC:SGC-DAMWAND_STAAL_ARCELOR_PAZ4450_725","279","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_ARCELOR_PAZ5480_807-MM","SGC:SGC-DAMWAND_STAAL_ARCELOR_PAZ5480_807","284","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_ARCELOR_AZ13_700R1010-MM","SGC:SGC-DAMWAND_STAAL_ARCELOR_AZ13_700R1010","227","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_ARCELOR_AZ40_700N-MM","SGC:SGC-DAMWAND_STAAL_ARCELOR_AZ40_700N","222","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_ARCELOR_AS500_12.5-MM","SGC:SGC-DAMWAND_STAAL_ARCELOR_AS500_12.5","208","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_ARCELOR_AZ14_770-MM","SGC:SGC-DAMWAND_STAAL_ARCELOR_AZ14_770","233","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_ARCELOR_PU9R_600-MM","SGC:SGC-DAMWAND_STAAL_ARCELOR_PU9R_600","303","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_ARCELOR_PAU2770_804-MM","SGC:SGC-DAMWAND_STAAL_ARCELOR_PAU2770_804","277","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_ARCELOR_PAL3130_711-MM","SGC:SGC-DAMWAND_STAAL_ARCELOR_PAL3130_711","264","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_ARCELOR_AZ50_580-MM","SGC:SGC-DAMWAND_STAAL_ARCELOR_AZ50_580","251","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_CONNECTOR_V22-MM","SGC:SGC-DAMWAND_STAAL_CONNECTOR_V22","314","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_ARCELOR_AZ19_700-MM","SGC:SGC-DAMWAND_STAAL_ARCELOR_AZ19_700","240","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_CONNECTOR_VTS-MM","SGC:SGC-DAMWAND_STAAL_CONNECTOR_VTS","316","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_LARSSEN_L43_500-MM","SGC:SGC-DAMWAND_STAAL_LARSSEN_L43_500","346","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_LARSSEN_L755_750-MM","SGC:SGC-DAMWAND_STAAL_LARSSEN_L755_750","357","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_ARCELOR_PU18_6001-MM","SGC:SGC-DAMWAND_STAAL_ARCELOR_PU18_6001","295","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_HOESCH_1706_675-MM","SGC:SGC-DAMWAND_STAAL_HOESCH_1706_675","324","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_ARCELOR_PAL3050_711-MM","SGC:SGC-DAMWAND_STAAL_ARCELOR_PAL3050_711","263","MM","*","",""
"","SGC","SGC-DAMWAND_STAAL_ARCELOR_PAZ4460_725-MM","SGC:SGC-DAMWAND_STAAL_ARCELOR_PAZ4460_725","280","MM","*","",""
