"symboolURI,""id"",""sbibliotheek"",""sbibliotheekURI"",""fase"",""symbool"",""optie"",""fileURL"""
"http://digitalbuildingdata.tech/nlcs/def/6cfcdcf2-2649-4312-ac88-c64f0b150ef9,""1064"",""SRI"",""http://digitalbuildingdata.tech/nlcs/def/7d78f17a-dc19-433f-924b-fa44e60d9558"",""V"",""V-SRI-PUT_HWA-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/ef0e8450-e70e-4582-9bee-b36d45cb49ff,""1065"",""SRI"",""http://digitalbuildingdata.tech/nlcs/def/7d78f17a-dc19-433f-924b-fa44e60d9558"",""V"",""V-SRI-PUT_ITR-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/6063d24d-e37b-4dec-956f-06cab3d16479,""1066"",""SRI"",""http://digitalbuildingdata.tech/nlcs/def/7d78f17a-dc19-433f-924b-fa44e60d9558"",""V"",""V-SRI-PUT_MONSTERNAME-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/4745e266-1b63-47e3-808f-5bc74debe023,""1067"",""SRI"",""http://digitalbuildingdata.tech/nlcs/def/7d78f17a-dc19-433f-924b-fa44e60d9558"",""V"",""V-SRI-PUT_ONTSTOPPINGSPUT-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/244c1e70-0d9d-4705-aa3a-ca10ab1d5f76,""1068"",""SRI"",""http://digitalbuildingdata.tech/nlcs/def/7d78f17a-dc19-433f-924b-fa44e60d9558"",""V"",""V-SRI-PUT_OVERSTORT-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/c943bb22-71bf-4789-a782-cc10cfb48c8c,""1069"",""SRI"",""http://digitalbuildingdata.tech/nlcs/def/7d78f17a-dc19-433f-924b-fa44e60d9558"",""V"",""V-SRI-PUT_PERS-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/f5d62fd3-6281-4dd6-aa93-a08a2dc554a3,""107"",""SAL"",""http://digitalbuildingdata.tech/nlcs/def/1e02896a-657e-4b98-8558-746485c91f82"","""",""SAL-SCHAALBALK_M10"","""","""""
"http://digitalbuildingdata.tech/nlcs/def/c99bd34d-a217-48f1-9e18-d2dc709bbc7a,""1070"",""SRI"",""http://digitalbuildingdata.tech/nlcs/def/7d78f17a-dc19-433f-924b-fa44e60d9558"",""V"",""V-SRI-PUT_POMPPUT-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/9845325b-ed8c-41e7-8c2c-f84aaae93b94,""1071"",""SRI"",""http://digitalbuildingdata.tech/nlcs/def/7d78f17a-dc19-433f-924b-fa44e60d9558"",""V"",""V-SRI-PUT_STUWPUT-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/893a75e7-d17a-4673-91cf-1ff29d4c3acf,""1072"",""SRI"",""http://digitalbuildingdata.tech/nlcs/def/7d78f17a-dc19-433f-924b-fa44e60d9558"",""V"",""V-SRI-PUT_SWA-SO"",""SO"","""""
