nlcs_term;nlcs_name
http://digitalbuildingdata.tech/nlcs/term/fcfdca08-6c7d-48b7-a7f1-aa77d465e87a;STAAL
http://digitalbuildingdata.tech/nlcs/term/ef94ea42-e5a8-4668-93cf-aa9997146b4e;WATERPLANT
http://digitalbuildingdata.tech/nlcs/term/d88f18b4-b460-41f9-8256-6361e42383dc;KROON
http://digitalbuildingdata.tech/nlcs/term/50481d5b-8059-48dd-9507-89a5da5e07fe;ONVERANKERD
http://digitalbuildingdata.tech/nlcs/term/066225c3-ed46-4d42-a535-a3ae75f2c103;SPOORWEGMEUBILAIR
http://digitalbuildingdata.tech/nlcs/term/8230f10c-14a4-4e7a-bf4a-9264d313c6da;WEGVERKEERSVIADUCT
http://digitalbuildingdata.tech/nlcs/term/8230f10c-14a4-4e7a-bf4a-9264d313c6da;WEGVERKEERSVIADUCT
http://digitalbuildingdata.tech/nlcs/term/8230f10c-14a4-4e7a-bf4a-9264d313c6da;WEGVERKEERSVIADUCT
http://digitalbuildingdata.tech/nlcs/term/8230f10c-14a4-4e7a-bf4a-9264d313c6da;WEGVERKEERSVIADUCT
http://digitalbuildingdata.tech/nlcs/term/d885849a-e1ed-4948-8e47-8c63e9d836fe;SOLITAIR
http://digitalbuildingdata.tech/nlcs/term/c34bd093-4e7e-40c4-a19c-bfedca3b433f;GESTABILISEERD GRAS
http://digitalbuildingdata.tech/nlcs/term/d885849a-e1ed-4948-8e47-8c63e9d836fe;SOLITAIR
http://digitalbuildingdata.tech/nlcs/term/85413168-1b8e-4e78-bbfe-ac3efb2dfbc3;GESLOTENVERHARDING
http://digitalbuildingdata.tech/nlcs/term/85413168-1b8e-4e78-bbfe-ac3efb2dfbc3;GESLOTENVERHARDING
http://digitalbuildingdata.tech/nlcs/term/7297fad3-eaae-43c5-a56e-2e304bdf163d;AVI
http://digitalbuildingdata.tech/nlcs/term/b38a5f43-e098-42cd-be89-541250532d06;OPENVERHARDING
http://digitalbuildingdata.tech/nlcs/term/38bf86c9-acdd-4924-8fa2-aadff8b1dd8c;BESCHERMBEUGEL
http://digitalbuildingdata.tech/nlcs/term/a9120aa1-f433-4e47-b48d-d88364a74d4e;SCHERM
http://digitalbuildingdata.tech/nlcs/term/c892e945-0637-4889-83a6-c1c22d1c900f;BEGROEIING
