"omschrijving,""status"",""underscore"",""discipline"",""underscore2"",""hoofdgroep"",""underscore3"",""object"",""underscore4"",""subobject01"",""underscore5"",""subobject02"",""underscore6"",""subobject03"",""underscore7"",""subobject04"",""underscore8"",""subobject05"",""streepje"",""bewerking"",""streepje2"",""schaal"",""aobject"",""sobject"",""laagnaam"",""lw_b"",""kl_b"",""kl_b_a"",""kl_b_gd"",""kl_b_gn"",""kl_b_v"",""lt_b"",""lw_n"",""kl_n"",""kl_n_a"",""kl_n_gd"",""kl_n_gn"",""kl_n_v"",""lt_n"",""lw_v"",""kl_v"",""kl_v_a"",""kl_v_gd"",""kl_v_gn"",""kl_v_v"",""lt_v"",""lw_t"",""kl_t"",""kl_t_a"",""kl_t_gd"",""kl_t_gn"",""kl_t_v"",""lt_t"",""vrkl_kort"",""vrkl_lang"",""id_nummer"",""kind_van"",""objectURI"",""kind_vanURI"""
"BEBOUWING_CULTUUR EN ONTSPANNING,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""255,60,130"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""CO"","""",""3148"",""1616"",""http://digitalbuildingdata.tech/nlcs/def/22f8f173-db97-4861-b30b-bc7e478e5c27"",""http://digitalbuildingdata.tech/nlcs/def/a4f04776-ba99-49f2-a130-4cf482b987a4"""
"BEBOUWING_WONINGBOUW,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""255,255,0"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""W"","""",""3182"",""1616"",""http://digitalbuildingdata.tech/nlcs/def/829dfc1d-1d67-41da-b9ee-51183ab2dd93"",""http://digitalbuildingdata.tech/nlcs/def/a4f04776-ba99-49f2-a130-4cf482b987a4"""
"BEBOUWING_HORECA,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""255,105,035"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""H"","""",""3159"",""1616"",""http://digitalbuildingdata.tech/nlcs/def/3a68cc8f-b5bf-434c-8d73-f3e04f79ef8f"",""http://digitalbuildingdata.tech/nlcs/def/a4f04776-ba99-49f2-a130-4cf482b987a4"""
"BEBOUWING_MAATSCHAPPELIJK,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""220,155,120"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""M"","""",""3165"",""1616"",""http://digitalbuildingdata.tech/nlcs/def/a60ee188-a46c-4db6-8786-16804f36a11d"",""http://digitalbuildingdata.tech/nlcs/def/a4f04776-ba99-49f2-a130-4cf482b987a4"""
"BEBOUWING_CENTRUM,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""255,200,190"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""C"","""",""3147"",""1616"",""http://digitalbuildingdata.tech/nlcs/def/f999305b-4a1c-4c65-ba9e-f339dfed6f3b"",""http://digitalbuildingdata.tech/nlcs/def/a4f04776-ba99-49f2-a130-4cf482b987a4"""
"BEBOUWING_DIENSTVERLENING,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""240,145,190"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""DV"","""",""3150"",""1616"",""http://digitalbuildingdata.tech/nlcs/def/e6b95a33-279c-424f-b3c0-d41a73b5280b"",""http://digitalbuildingdata.tech/nlcs/def/a4f04776-ba99-49f2-a130-4cf482b987a4"""
"BEBOUWING_DETAILHANDEL,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""255,160,150"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""DH"","""",""3149"",""1616"",""http://digitalbuildingdata.tech/nlcs/def/1320ae6a-5eef-4de1-9514-00dfc2154631"",""http://digitalbuildingdata.tech/nlcs/def/a4f04776-ba99-49f2-a130-4cf482b987a4"""
"BEBOUWING_BEDRIJVEN,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""200,160,215"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""B"","""",""3139"",""1616"",""http://digitalbuildingdata.tech/nlcs/def/136eb175-44da-4a01-9a0c-a5f4e972cee2"",""http://digitalbuildingdata.tech/nlcs/def/a4f04776-ba99-49f2-a130-4cf482b987a4"""
"BEBOUWING_GEMENGD,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""255,190,135"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""GD"","""",""3155"",""1616"",""http://digitalbuildingdata.tech/nlcs/def/549d6516-2eab-4b70-af55-d459b69e1a8e"",""http://digitalbuildingdata.tech/nlcs/def/a4f04776-ba99-49f2-a130-4cf482b987a4"""
"BEBOUWING_KANTOOR,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""235,195,215"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""K"","""",""3160"",""1616"",""http://digitalbuildingdata.tech/nlcs/def/ddd49781-c159-465e-8899-2995e34c89f7"",""http://digitalbuildingdata.tech/nlcs/def/a4f04776-ba99-49f2-a130-4cf482b987a4"""
"WATER_POEL,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""175,205,225"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""WA"","""",""3219"",""1619"",""http://digitalbuildingdata.tech/nlcs/def/1bc387c3-6bff-4902-b0e3-b4f3c66b932a"",""http://digitalbuildingdata.tech/nlcs/def/70a6c129-b9e9-4ea9-a434-7cfc690147e1"""
"WATER_VIJVER,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""175,205,225"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""WA"","""",""3221"",""1619"",""http://digitalbuildingdata.tech/nlcs/def/84ff6c56-d672-4eff-84c5-b6cecc9d5133"",""http://digitalbuildingdata.tech/nlcs/def/70a6c129-b9e9-4ea9-a434-7cfc690147e1"""
"TERREIN_UITGEEFBAAR,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""225,210,225"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""UG"","""",""3315"",""3264"",""http://digitalbuildingdata.tech/nlcs/def/0cda270d-aa56-4c76-b6a1-65dfe1123f3a"",""http://digitalbuildingdata.tech/nlcs/def/e6ccba66-8f14-4d8a-94da-20db0c6e69aa"""
"TERREIN_NATUUR,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""130,165,145"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""N"","""",""3287"",""3264"",""http://digitalbuildingdata.tech/nlcs/def/bbd9d9c9-b7d9-4925-a8fc-a2296c310014"",""http://digitalbuildingdata.tech/nlcs/def/e6ccba66-8f14-4d8a-94da-20db0c6e69aa"""
"TERREIN_NIET UITGEEFBAAR,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""255,204,  0"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""NUG"","""",""3288"",""3264"",""http://digitalbuildingdata.tech/nlcs/def/169bbb9d-fe65-4a30-8052-6538bd409597"",""http://digitalbuildingdata.tech/nlcs/def/e6ccba66-8f14-4d8a-94da-20db0c6e69aa"""
"TERREIN_BEDRIJVENTERREIN,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""200,160,215"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""BT"","""",""3267"",""3264"",""http://digitalbuildingdata.tech/nlcs/def/a8e35a88-4a17-4156-a5da-e68a88aae3f4"",""http://digitalbuildingdata.tech/nlcs/def/e6ccba66-8f14-4d8a-94da-20db0c6e69aa"""
"TERREIN_SPORT,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""130,200,70"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""S"","""",""3301"",""3264"",""http://digitalbuildingdata.tech/nlcs/def/dc1bf353-a44a-4945-87bf-fad986fef839"",""http://digitalbuildingdata.tech/nlcs/def/e6ccba66-8f14-4d8a-94da-20db0c6e69aa"""
"TERREIN_WOONGEBIED,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""255,255,180"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""WG"","""",""3331"",""3264"",""http://digitalbuildingdata.tech/nlcs/def/27ebb539-097e-4214-8e19-470002d5841e"",""http://digitalbuildingdata.tech/nlcs/def/e6ccba66-8f14-4d8a-94da-20db0c6e69aa"""
"TERREIN_RECREATIE,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""185,215,70"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""R"","""",""3300"",""3264"",""http://digitalbuildingdata.tech/nlcs/def/f434c9c0-aefd-4108-8229-8b49197680ce"",""http://digitalbuildingdata.tech/nlcs/def/e6ccba66-8f14-4d8a-94da-20db0c6e69aa"""
"TERREIN_AGRARISCH,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""235,240,210"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""A"","""",""3265"",""3264"",""http://digitalbuildingdata.tech/nlcs/def/626dda6a-f181-43e8-afd8-93ad3fcd7c2d"",""http://digitalbuildingdata.tech/nlcs/def/e6ccba66-8f14-4d8a-94da-20db0c6e69aa"""
"TERREIN_UIT TE WERKEN,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""230,205,135"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""UW"","""",""3328"",""3264"",""http://digitalbuildingdata.tech/nlcs/def/4253072a-722b-4b08-a2e3-122201abe5fa"",""http://digitalbuildingdata.tech/nlcs/def/e6ccba66-8f14-4d8a-94da-20db0c6e69aa"""
"WEG_BUSBAAN_DYNAMISCH,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""205,205,205"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""V"","""",""3226"",""3225"",""http://digitalbuildingdata.tech/nlcs/def/617d02c7-07ff-4b5e-afc8-a8583567b358"",""http://digitalbuildingdata.tech/nlcs/def/d94ec2e7-83ad-4ed5-b47f-1609edac60e4"""
"WEG_PARKEERPLAATS_INDELING,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""205,205,205"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""V"","""",""3232"",""3230"",""http://digitalbuildingdata.tech/nlcs/def/424f8a2f-cd30-490e-bf4a-cfcc8931040a"",""http://digitalbuildingdata.tech/nlcs/def/85fc736c-7738-41e0-9f52-2693a520fdb0"""
"WEG_PARKEERPLAATS_INVALIDE,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""205,205,205"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""V"","""",""3233"",""3230"",""http://digitalbuildingdata.tech/nlcs/def/e73e2de9-4679-4a93-98d3-dd7eab44977c"",""http://digitalbuildingdata.tech/nlcs/def/85fc736c-7738-41e0-9f52-2693a520fdb0"""
"WEG_PARKEERPLAATS_LAAD EN LOS,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""205,205,205"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""V"","""",""3234"",""3230"",""http://digitalbuildingdata.tech/nlcs/def/5202d0aa-111e-47ac-85ba-85b0ef5cc768"",""http://digitalbuildingdata.tech/nlcs/def/85fc736c-7738-41e0-9f52-2693a520fdb0"""
"WEG_PARKEERPLAATS_VERGUNNINGHOUDER,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""205,205,205"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""V"","""",""3236"",""3230"",""http://digitalbuildingdata.tech/nlcs/def/1b6113c9-9927-48ca-9875-ec1377ac5433"",""http://digitalbuildingdata.tech/nlcs/def/85fc736c-7738-41e0-9f52-2693a520fdb0"""
"WEG_PARKEERPLAATS_BETAALD,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""205,205,205"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""V"","""",""3231"",""3230"",""http://digitalbuildingdata.tech/nlcs/def/1e12d8b0-f7a7-43f2-b9ef-449331826691"",""http://digitalbuildingdata.tech/nlcs/def/85fc736c-7738-41e0-9f52-2693a520fdb0"""
"WEG_PARKEERPLAATS_PRIVE,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""205,205,205"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""V"","""",""3235"",""3230"",""http://digitalbuildingdata.tech/nlcs/def/7536501b-19da-41a8-9116-a37ad2c16dc2"",""http://digitalbuildingdata.tech/nlcs/def/85fc736c-7738-41e0-9f52-2693a520fdb0"""
"WATER_HAVEN_HAVENVAK,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""175,205,225"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""WA"","""",""3216"",""3215"",""http://digitalbuildingdata.tech/nlcs/def/f52a2098-f7bf-479d-b652-7e5cd98890b0"",""http://digitalbuildingdata.tech/nlcs/def/172769f0-5e97-44c2-adf4-f6e145a9dfd0"""
"TERREIN_KOPPELING_INDUSTRIELAWAAI,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""102,204,204"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""K4"","""",""3282"",""3278"",""http://digitalbuildingdata.tech/nlcs/def/72aac83b-1759-4624-88f9-1714f97b1496"",""http://digitalbuildingdata.tech/nlcs/def/a262befa-fdfb-4fa7-a86a-b50ee0f0387e"""
"TERREIN_KOPPELING_VERKEERSLAWAAI,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""255,191,127"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""K6"","""",""3284"",""3278"",""http://digitalbuildingdata.tech/nlcs/def/4ef6bb5e-998c-4687-8ef8-3c76bead697e"",""http://digitalbuildingdata.tech/nlcs/def/a262befa-fdfb-4fa7-a86a-b50ee0f0387e"""
"TERREIN_KOPPELING_AGRARISCH GEBIED,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""0,255,  0"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""K5"","""",""3283"",""3278"",""http://digitalbuildingdata.tech/nlcs/def/7bcc82ed-87e7-4703-84a2-6979faf5e77d"",""http://digitalbuildingdata.tech/nlcs/def/a262befa-fdfb-4fa7-a86a-b50ee0f0387e"""
"TERREIN_KOPPELING_BRUG,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""255,204,000"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""K2"","""",""3280"",""3278"",""http://digitalbuildingdata.tech/nlcs/def/0ce45223-c338-4993-b3d6-8e1be7b71574"",""http://digitalbuildingdata.tech/nlcs/def/a262befa-fdfb-4fa7-a86a-b50ee0f0387e"""
"TERREIN_KOPPELING_UITWERKINGSPLAN,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""153,204,051"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""K1"","""",""3279"",""3278"",""http://digitalbuildingdata.tech/nlcs/def/7e177852-81c9-4c3b-aaff-cfdbb05e7520"",""http://digitalbuildingdata.tech/nlcs/def/a262befa-fdfb-4fa7-a86a-b50ee0f0387e"""
"TERREIN_KOPPELING_BOUWVERGUNNING,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""255,255,127"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""K3"","""",""3281"",""3278"",""http://digitalbuildingdata.tech/nlcs/def/6cfb154d-6638-46a6-bb68-a830caf939f9"",""http://digitalbuildingdata.tech/nlcs/def/a262befa-fdfb-4fa7-a86a-b50ee0f0387e"""
"TERREIN_UITGEEFBAAR_DETAILHANDEL,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""255,160,150"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""U3"","""",""3326"",""3315"",""http://digitalbuildingdata.tech/nlcs/def/76360056-1a3e-4886-b0a9-49febd401600"",""http://digitalbuildingdata.tech/nlcs/def/0cda270d-aa56-4c76-b6a1-65dfe1123f3a"""
"TERREIN_UITGEEFBAAR_KOOP,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""255,170,80"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""U7"","""",""3319"",""3315"",""http://digitalbuildingdata.tech/nlcs/def/7b1a3e61-21fc-4900-b350-a1d44e9ab5fc"",""http://digitalbuildingdata.tech/nlcs/def/0cda270d-aa56-4c76-b6a1-65dfe1123f3a"""
"TERREIN_UITGEEFBAAR_HUUR,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""255,255,110"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""U5"","""",""3317"",""3315"",""http://digitalbuildingdata.tech/nlcs/def/5f2f7324-472e-4bfc-a3c2-f8ebd9970e8f"",""http://digitalbuildingdata.tech/nlcs/def/0cda270d-aa56-4c76-b6a1-65dfe1123f3a"""
