"omschrijving","status","underscore","discipline","underscore2","hoofdgroep","underscore3","object","underscore4","subobject01","underscore5","subobject02","underscore6","subobject03","underscore7","subobject04","underscore8","subobject05","streepje","bewerking","streepje3","element","streepje2","aobject","sobject","laagnaam","lw_b","kl_b","kl_b_a","kl_b_gd","kl_b_gn","kl_b_v","lt_b","lw_n","kl_n","kl_n_a","kl_n_gd","kl_n_gn","kl_n_v","lt_n","lw_v","kl_v","kl_v_a","kl_v_gd","kl_v_gn","kl_v_v","lt_v","lw_t","kl_t","kl_t_a","kl_t_gd","kl_t_gn","kl_t_v","lt_t","vrkl_kort","vrkl_lang","id_nummer","kind_van","objectURI","kind_vanURI"
"SPORTVELD_BELIJNING","*","_","**","_","GR","_","SPORTVELD","_","BELIJNING","_","","_","","_","","_","","'-","","'-","G","'-","","","*_**_GR_SPORTVELD_BELIJNING","0.13","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","V-CONTINUOUS-SO","0.35","7","7","7","7","253","CONTINUOUS","","","407","406","http://digitalbuildingdata.tech/nlcs/def/c86eb98c-8dec-4ad5-880a-2dae51316a2b","http://digitalbuildingdata.tech/nlcs/def/8a2155d5-95af-425d-b74f-436c61fd0429"
"BOUWLAND_VOLLEGRONDTEELT","*","_","**","_","GR","_","BOUWLAND","_","VOLLEGRONDTEELT","_","","_","","_","","_","","'-","","'-","G","'-","","","*_**_GR_BOUWLAND_VOLLEGRONDTEELT","0.13","40","42","40","40","253","CONTINUOUS","0.35","40","42","40","40","253","CONTINUOUS","0.35","40","42","40","40","253","V-CONTINUOUS-SO","0.35","40","42","40","40","253","CONTINUOUS","","","3380","3377","http://digitalbuildingdata.tech/nlcs/def/f78c4da0-35b2-440d-80aa-05672be942b1","http://digitalbuildingdata.tech/nlcs/def/64d4f082-c537-4e4c-9280-6f5fecab3ca1"
"HEESTER_SOLITAIR","*","_","**","_","GR","_","HEESTER","_","SOLITAIR","_","","_","","_","","_","","'-","","'-","G","'-","","","*_**_GR_HEESTER_SOLITAIR","0.13","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","V-CONTINUOUS-SO","0.35","90","92","90","90","253","CONTINUOUS","","","385","384","http://digitalbuildingdata.tech/nlcs/def/a5a2bb7f-2c3d-495f-a980-22ff3607e555","http://digitalbuildingdata.tech/nlcs/def/6b06a598-55d5-431b-bb9c-b4e74e712a97"
"HAAG_02","*","_","**","_","GR","_","HAAG","_","02","_","","_","","_","","_","","'-","","'-","G","'-","","","*_**_GR_HAAG_02","0.13","90","92","90","90","253","GR-HAAG2-SO","0.35","90","92","90","90","253","GR-HAAG2-SO","0.35","90","92","90","90","253","GR-HAAG2-SO","0.35","90","92","90","90","253","GR-HAAG2-SO","","","382","380","http://digitalbuildingdata.tech/nlcs/def/bb321adb-569e-4d0c-bfeb-2e80a46c7ceb","http://digitalbuildingdata.tech/nlcs/def/3fb6e2f6-b5e6-4b61-9a5c-13b1ea2c85ee"
"BOOM_RIJ","*","_","**","_","GR","_","BOOM","_","RIJ","_","","_","","_","","_","","'-","","'-","G","'-","","","*_**_GR_BOOM_RIJ","0.18","90","92","90","90","253","CONTINUOUS","0.35","80","80","80","80","253","CONTINUOUS","0.35","80","80","80","80","253","V-CONTINUOUS-SO","0.35","80","80","80","80","253","CONTINUOUS","","","3094","360","http://digitalbuildingdata.tech/nlcs/def/3661493e-f518-4497-8785-db1c163aa3d7","http://digitalbuildingdata.tech/nlcs/def/58a908d1-a966-4cc0-9318-93222d8567ea"
"BOOM_KNOT","*","_","**","_","GR","_","BOOM","_","KNOT","_","","_","","_","","_","","'-","","'-","G","'-","","","*_**_GR_BOOM_KNOT","0.18","80","80","80","80","253","CONTINUOUS","0.35","80","80","80","80","253","CONTINUOUS","0.35","80","80","80","80","253","V-CONTINUOUS-SO","0.35","80","80","80","80","253","CONTINUOUS","","","2905","360","http://digitalbuildingdata.tech/nlcs/def/1a408910-2481-4b40-a6ee-ca211ba9201d","http://digitalbuildingdata.tech/nlcs/def/58a908d1-a966-4cc0-9318-93222d8567ea"
"GRAS_NATUURLIJKE OEVER","*","_","**","_","GR","_","GRAS","_","NATUURLIJKE OEVER","_","","_","","_","","_","","'-","","'-","G","'-","","","*_**_GR_GRAS_NATUURLIJKE OEVER","0.18","80","80","80","80","253","CONTINUOUS","0.35","80","80","80","80","253","CONTINUOUS","0.35","80","80","80","80","253","V-CONTINUOUS-SO","0.35","80","80","80","80","253","CONTINUOUS","","","2901","401","http://digitalbuildingdata.tech/nlcs/def/dc7d0138-68f0-4f0f-b8ec-c4f2664e07ac","http://digitalbuildingdata.tech/nlcs/def/cc940334-64c4-42fc-a846-a38b7435777a"
"HOUTOPSTAND_LOOF","*","_","**","_","GR","_","HOUTOPSTAND","_","LOOF","_","","_","","_","","_","","'-","","'-","G","'-","","","*_**_GR_HOUTOPSTAND_LOOF","0.13","40","42","40","40","253","CONTINUOUS","0.35","40","42","40","40","253","CONTINUOUS","0.35","40","42","40","40","253","V-CONTINUOUS-SO","0.35","40","42","40","40","253","CONTINUOUS","","","370","368","http://digitalbuildingdata.tech/nlcs/def/845b7c21-288c-4026-a8bd-d5e2f415d298","http://digitalbuildingdata.tech/nlcs/def/027c3e40-32b1-48ed-8f74-30ce1424286c"
"BOOM_LEI","*","_","**","_","GR","_","BOOM","_","LEI","_","","_","","_","","_","","'-","","'-","G","'-","","","*_**_GR_BOOM_LEI","0.18","80","80","80","80","253","CONTINUOUS","0.35","80","80","80","80","253","CONTINUOUS","0.35","80","80","80","80","253","V-CONTINUOUS-SO","0.35","80","80","80","80","253","CONTINUOUS","","","2904","360","http://digitalbuildingdata.tech/nlcs/def/2bb65eda-c600-4a46-a37c-aa3ac0e33d77","http://digitalbuildingdata.tech/nlcs/def/58a908d1-a966-4cc0-9318-93222d8567ea"
"BOS_GEMENGD","*","_","**","_","GR","_","BOS","_","GEMENGD","_","","_","","_","","_","","'-","","'-","G","'-","","","*_**_GR_BOS_GEMENGD","0.13","40","42","40","40","253","CONTINUOUS","0.35","40","42","40","40","253","CONTINUOUS","0.35","40","42","40","40","253","V-CONTINUOUS-SO","0.35","40","42","40","40","253","CONTINUOUS","","","357","356","http://digitalbuildingdata.tech/nlcs/def/e7e199b9-27c1-43ae-ade0-0893ac09cb9d","http://digitalbuildingdata.tech/nlcs/def/d58f6876-6e3a-4a04-9903-a6b8707eb036"
