77  trottoirband_130_150x160                *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 trottoirband_130_150x160
78  trottoirband_130_150x200                *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 trottoirband_130_150x200
79  trottoirband_130_150x250                *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 trottoirband_130_150x250
80  trottoirband_130_250x160                *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 trottoirband_130_250x160
81  trottoirband_130_250x200                *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 trottoirband_130_250x200
82  trottoirband_130_250x250                *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 trottoirband_130_250x250
83  trottoirband_180_200x160                *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 trottoirband_180_200x160
84  trottoirband_180_200x200                *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 trottoirband_180_200x200
85  trottoirband_180_200x250                *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 trottoirband_180_200x250
86  verholengoot_495x330_d160_schuin_slf30  *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 verholengoot_495x330_d160_schuin_sleuf30
87  verholengoot_500x600_d300_hol_slf30     *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 verholengoot_500x600_d300_hol_sleuf30
88  verholengoot_500x600_d300_recht_slf20   *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 verholengoot_500x600_d300_recht_sleuf20
89  verholengoot_500x600_d300_schuin_slf30  *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 verholengoot_500x600_d300_schuin_sleuf30
*Verlichting                                                                                                                               34 
1   enkele_mast                             *                             *                             *                             22   2    3    1              11   verl                          .                                                 .                                                 .                                                 enkele_mast
2   lijnverl_10m                            *                             *                             *                             22   2    3    1              11   verl                          .                                                 .                                                 .                                                 lijnverl_10m
3   lijnverl_12m                            *                             *                             *                             22   2    3    1              11   verl                          .                                                 .                                                 .                                                 lijnverl_12m
4   lijnverl_15m                            *                             *                             *                             22   2    3    1              11   verl                          .                                                 .                                                 .                                                 lijnverl_15m
5   mast_drukknop                           *                             *                             *                             22   2    3    1              11   verl                          .                                                 .                                                 .                                                 mast_drukknop
6   mast_fietslicht                         *                             *                             *                             22   2    3    1              11   verl                          .                                                 .                                                 .                                                 mast_fietslicht
7   paal_alg_autoverkeer                    *                             *                             *                             22   2    3    1              11   verl                          .                                                 .                                                 .                                                 paal_alg_autoverkeer
8   paal_alg_fietsverkeer                   *                             *                             *                             22   2    3    1              11   verl                          .                                                 .                                                 .                                                 paal_alg_fietsverkeer
9   paal_dubb_uitkraging                    *                             *                             *                             22   2    3    1              11   verl                          .                                                 .                                                 .                                                 paal_dubb_uitkraging
10  paal_lantaarn_uitkraging_L              *                             *                             *                             22   2    3    1              11   verl                          .                                                 .                                                 .                                                 paal_lantaarn_uitkraging_L
11  paal_lantaarn_uitkraging_R              *                             *                             *                             22   2    3    1              11   verl                          .                                                 .                                                 .                                                 paal_lantaarn_uitkraging_R
12  portaal_3_verkeerslantaarns             *                             *                             *                             22   2    3    1              11   verl                          .                                                 .                                                 .                                                 portaal_3_verkeerslantaarns
13  portaal_4_verkeerslantaarns             *                             *                             *                             22   2    3    1              11   verl                          .                                                 .                                                 .                                                 portaal_4_verkeerslantaarns
14  puntverl_enkelv_dubb_uitkraging_10m     *                             *                             *                             22   2    3    1              11   verl                          .                                                 .                                                 .                                                 puntverl_enkelv_dubb_uitkraging_10m
15  puntverl_enkelv_dubb_uitkraging_12m     *                             *                             *                             22   2    3    1              11   verl                          .                                                 .                                                 .                                                 puntverl_enkelv_dubb_uitkraging_12m
16  puntverl_enkelv_dubb_uitkraging_15m     *                             *                             *                             22   2    3    1              11   verl                          .                                                 .                                                 .                                                 puntverl_enkelv_dubb_uitkraging_15m
17  puntverl_enkelv_uitkraging_L_10m        *                             *                             *                             22   2    3    1              11   verl                          .                                                 .                                                 .                                                 puntverl_enkelv_uitkraging_L_10m
18  puntverl_enkelv_uitkraging_L_12m        *                             *                             *                             22   2    3    1              11   verl                          .                                                 .                                                 .                                                 puntverl_enkelv_uitkraging_L_12m
19  puntverl_enkelv_uitkraging_L_15m        *                             *                             *                             22   2    3    1              11   verl                          .                                                 .                                                 .                                                 puntverl_enkelv_uitkraging_L_15m
20  puntverl_enkelv_uitkraging_L_6m         *                             *                             *                             22   2    3    1              11   verl                          .                                                 .                                                 .                                                 puntverl_enkelv_uitkraging_L_6m
21  puntverl_enkelv_uitkraging_L_8m         *                             *                             *                             22   2    3    1              11   verl                          .                                                 .                                                 .                                                 puntverl_enkelv_uitkraging_L_8m
22  puntverl_enkelv_uitkraging_R_10m        *                             *                             *                             22   2    3    1              11   verl                          .                                                 .                                                 .                                                 puntverl_enkelv_uitkraging_R_10m
23  puntverl_enkelv_uitkraging_R_12m        *                             *                             *                             22   2    3    1              11   verl                          .                                                 .                                                 .                                                 puntverl_enkelv_uitkraging_R_12m
24  puntverl_enkelv_uitkraging_R_15m        *                             *                             *                             22   2    3    1              11   verl                          .                                                 .                                                 .                                                 puntverl_enkelv_uitkraging_R_15m
25  puntverl_enkelv_uitkraging_R_6m         *                             *                             *                             22   2    3    1              11   verl                          .                                                 .                                                 .                                                 puntverl_enkelv_uitkraging_R_6m
26  puntverl_enkelv_uitkraging_R_8m         *                             *                             *                             22   2    3    1              11   verl                          .                                                 .                                                 .                                                 puntverl_enkelv_uitkraging_R_8m
27  puntverl_ruitmast_10m                   *                             *                             *                             22   2    3    1              11   verl                          .                                                 .                                                 .                                                 puntverl_ruitmast_10m
28  puntverl_ruitmast_12m                   *                             *                             *                             12   2    3    1              11   verl                          .                                                 .                                                 .                                                 puntverl_ruitmast_12m
29  puntverl_ruitmast_15m                   *                             *                             *                             22   2    3    1              11   verl                          .                                                 .                                                 .                                                 puntverl_ruitmast_15m
30  uitlegger_1_verkeerslantaarn_L          *                             *                             *                             22   2    3    1              11   verl                          .                                                 .                                                 .                                                 uitlegger_1_verkeerslantaarn_L
31  uitlegger_1_verkeerslantaarn_R          *                             *                             *                             22   2    3    1              11   verl                          .                                                 .                                                 .                                                 uitlegger_1_verkeerslantaarn_R
32  uitlegger_2_verkeerslantaarns_L         *                             *                             *                             22   2    3    1              11   verl                          .                                                 .                                                 .                                                 uitlegger_2_verkeerslantaarns_L
33  uitlegger_2_verkeerslantaarns_R         *                             *                             *                             22   2    3    1              11   verl                          .                                                 .                                                 .                                                 uitlegger_2_verkeerslantaarns_R
