19  h2500                                   gk-**-contour_z               **-bs-geo_18cont4             **-**-geo_35cont4             22   1    1    1              11   damw/h                        .                                                 .                                                 .                                                 h2500
20  h2500d                                  gk-**-contour_z               **-bs-geo_18cont4             **-**-geo_35cont4             22   1    1    1              11   damw/h                        .                                                 .                                                 .                                                 h2500d
21  h2500k                                  gk-**-contour_z               **-bs-geo_18cont4             **-**-geo_35cont4             22   1    1    1              11   damw/h                        .                                                 .                                                 .                                                 h2500k
22  h2500kd                                 gk-**-contour_z               **-bs-geo_18cont4             **-**-geo_35cont4             22   1    1    1              11   damw/h                        .                                                 .                                                 .                                                 h2500kd
23  h95                                     gk-**-contour_z               **-bs-geo_18cont4             **-**-geo_35cont4             22   1    1    1              11   damw/h                        .                                                 .                                                 .                                                 h95
24  h95d                                    gk-**-contour_z               **-bs-geo_18cont4             **-**-geo_35cont4             22   1    1    1              11   damw/h                        .                                                 .                                                 .                                                 h95d
25  hoesch1                                 gk-**-contour_z               **-bs-geo_18cont4             **-**-geo_35cont4             22   1    1    1              11   damw/h                        .                                                 .                                                 .                                                 hoesch1
26  hoesch2                                 gk-**-contour_z               **-bs-geo_18cont4             **-**-geo_35cont4             22   1    1    1              11   damw/h                        .                                                 .                                                 .                                                 hoesch2
*Larssen                                                                                                                                   49 
1   lar20                                   gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar20
2   lar20d                                  gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar20d
3   lar21                                   gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar21
4   lar21d                                  gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar21d
5   lar22                                   gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar22
6   lar22d                                  gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar22d
7   lar23                                   gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar23
8   lar23d                                  gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar23d
9   lar24                                   gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar24
10  lar24d                                  gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar24d
11  lar24x7                                 gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar24x7
12  lar24x7d                                gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar24x7d
13  lar25                                   gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar25
14  lar25d                                  gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar25d
15  lar32                                   gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar32
16  lar32d                                  gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar32d
17  lar43                                   gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar43
18  lar430                                  gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar430
19  lar600                                  gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar600
20  lar600d                                 gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar600d
21  lar600k                                 gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar600k
22  lar600kd                                gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar600kd
23  lar601                                  gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar601
24  lar601d                                 gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar601d
25  lar602                                  gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar602
26  lar602d                                 gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar602d
27  lar602d1                                gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar602d1
28  lar603                                  gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar603
29  lar603d                                 gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar603d
30  lar603k                                 gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar603k
31  lar603kd                                gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar603kd
32  lar604                                  gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar604
33  lar604d                                 gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar604d
34  lar605                                  gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar605
35  lar605d                                 gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar605d
36  lar605k                                 gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar605k
37  lar605kd                                gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar605kd
38  lar606                                  gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar606
39  lar606d                                 gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar606d
40  lar606k                                 gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar606k
41  lar606kd                                gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar606kd
42  lar607                                  gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar607
43  lar607d                                 gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar607d
44  lar607k                                 gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar607k
45  lar607kd                                gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lar607kd
46  lareck20                                gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lareck20
47  lareck22                                gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lareck22
48  lariii                                  gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lariii
49  lariiid                                 gk-**-contour_z               **-bs-geo_18cont4             **-bs-geo_35cont4             22   1    1    1              11   damw/l                        .                                                 .                                                 .                                                 lariiid

einde
