omschrijving,status,underscore,discipline,underscore2,hoofdgroep,underscore3,object,underscore4,subobject01,underscore5,subobject02,underscore6,subobject03,underscore7,subobject04,underscore8,subobject05,streepje,bewerking,streepje3,element,streepje2,schaal,aobject,sobject,laagnaam,lw_b,kl_b,kl_b_a,kl_b_gd,kl_b_gn,kl_b_v,lt_b,lw_n,kl_n,kl_n_a,kl_n_gd,kl_n_gn,kl_n_v,lt_n,lw_v,kl_v,kl_v_a,kl_v_gd,kl_v_gn,kl_v_v,lt_v,lw_t,kl_t,kl_t_a,kl_t_gd,kl_t_gn,kl_t_v,lt_t,vrkl_kort,vrkl_lang,id_nummer,kind_van,objectURI,kind_vanURI
WATERGANG_BODEM,*,-,**,-,GW,-,WATERGANG,_,BODEM,,,,,,,,,,,-,G,,,,,*-**-GW-WATERGANG_BODEM-G,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,461,458,,
WATERGANG_GREPPEL,*,-,**,-,GW,-,WATERGANG,_,GREPPEL,,,,,,,,,,,-,G,,,,,*-**-GW-WATERGANG_GREPPEL-G,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,463,458,,
WATERGANG_GREPPEL-WERK,*,-,**,-,GW,-,WATERGANG,_,GREPPEL,,,,,,,,,-,WERK,-,G/A,,,AGW-WERK,,*-**-GW-WATERGANG_GREPPEL-WERK-G/A,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,467,463,,
WATERGANG_GREPPEL_BODEM,*,-,**,-,GW,-,WATERGANG,_,GREPPEL,_,BODEM,,,,,,,,,-,G,,,,,*-**-GW-WATERGANG_GREPPEL_BODEM-G,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,466,463,,
WATERGANG_GREPPEL_INSTEEK,*,-,**,-,GW,-,WATERGANG,_,GREPPEL,_,INSTEEK,,,,,,,,,-,G,,,,,*-**-GW-WATERGANG_GREPPEL_INSTEEK-G,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,465,463,,
WATERGANG_GREPPEL_WATERLIJN,*,-,**,-,GW,-,WATERGANG,_,GREPPEL,_,WATERLIJN,,,,,,,,,-,G,,,,,*-**-GW-WATERGANG_GREPPEL_WATERLIJN-G,0.18,150,152,150,150,253,CONTINUOUS,0.35,150,152,150,150,253,CONTINUOUS,0.35,150,152,150,150,253,V-CONTINUOUS-SO,0.35,150,152,150,150,253,CONTINUOUS,,,464,463,,
WATERGANG_INSTEEK,*,-,**,-,GW,-,WATERGANG,_,INSTEEK,,,,,,,,,,,-,G,,,,,*-**-GW-WATERGANG_INSTEEK-G,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,460,458,,
WATERGANG_KNIKLIJN,*,-,**,-,GW,-,WATERGANG,_,KNIKLIJN,,,,,,,,,,,-,G,,,,,*-**-GW-WATERGANG_KNIKLIJN-G,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,4090,458,,
WATERGANG_KNIKLIJN,*,-,**,-,GW,-,WATERGANG,_,KNIKLIJN,,,,,,,,,,,-,G,,,,,*-**-GW-WATERGANG_KNIKLIJN-G,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,4100,458,,
WATERGANG_SLOOT,*,-,**,-,GW,-,WATERGANG,_,SLOOT,,,,,,,,,,,-,G,,,,,*-**-GW-WATERGANG_SLOOT-G,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,468,458,,
WATERGANG_SLOOT-WERK,*,-,**,-,GW,-,WATERGANG,_,SLOOT,,,,,,,,,-,WERK,-,G/A,,,AGW-WERK,,*-**-GW-WATERGANG_SLOOT-WERK-G/A,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,472,468,,
WATERGANG_SLOOT_BODEM,*,-,**,-,GW,-,WATERGANG,_,SLOOT,_,BODEM,,,,,,,,,-,G,,,,,*-**-GW-WATERGANG_SLOOT_BODEM-G,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,471,468,,
WATERGANG_SLOOT_INSTEEK,*,-,**,-,GW,-,WATERGANG,_,SLOOT,_,INSTEEK,,,,,,,,,-,G,,,,,*-**-GW-WATERGANG_SLOOT_INSTEEK-G,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,470,468,,
WATERGANG_SLOOT_WATERLIJN,*,-,**,-,GW,-,WATERGANG,_,SLOOT,_,WATERLIJN,,,,,,,,,-,G,,,,,*-**-GW-WATERGANG_SLOOT_WATERLIJN-G,0.18,150,152,150,150,253,CONTINUOUS,0.35,150,152,150,150,253,CONTINUOUS,0.35,150,152,150,150,253,V-CONTINUOUS-SO,0.35,150,152,150,150,253,CONTINUOUS,,,469,468,,
WATERGANG_TALUD,*,-,**,-,GW,-,WATERGANG,_,TALUD,,,,,,,,,,,-,G,,,,,*-**-GW-WATERGANG_TALUD-G,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,4089,458,,
WATERGANG_TALUD,*,-,**,-,GW,-,WATERGANG,_,TALUD,,,,,,,,,,,-,G,,,,,*-**-GW-WATERGANG_TALUD-G,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,4099,458,,
WATERGANG_WATERLIJN,*,-,**,-,GW,-,WATERGANG,_,WATERLIJN,,,,,,,,,,,-,G,,,,,*-**-GW-WATERGANG_WATERLIJN-G,0.18,150,152,150,150,253,CONTINUOUS,0.35,150,152,150,150,253,CONTINUOUS,0.35,150,152,150,150,253,V-CONTINUOUS-SO,0.35,150,152,150,150,253,CONTINUOUS,,,459,458,,
WINNINGSVAK,*,-,**,-,GW,-,WINNINGSVAK,,,,,,,,,,,,,-,G,,,,,*-**-GW-WINNINGSVAK-G,0.18,130,132,130,130,253,CONTINUOUS,0.35,130,132,130,130,253,CONTINUOUS,0.35,130,132,130,130,253,V-CONTINUOUS-SO,0.35,130,132,130,130,253,CONTINUOUS,,,511,0,,
WINNINGSVAK_GRIND,*,-,**,-,GW,-,WINNINGSVAK,_,GRIND,,,,,,,,,,,-,G,,,,,*-**-GW-WINNINGSVAK_GRIND-G,0.18,130,132,130,130,253,CONTINUOUS,0.35,130,132,130,130,253,CONTINUOUS,0.35,130,132,130,130,253,V-CONTINUOUS-SO,0.35,130,132,130,130,253,CONTINUOUS,,,512,511,,
WINNINGSVAK_KLEI,*,-,**,-,GW,-,WINNINGSVAK,_,KLEI,,,,,,,,,,,-,G,,,,,*-**-GW-WINNINGSVAK_KLEI-G,0.18,130,132,130,130,253,CONTINUOUS,0.35,130,132,130,130,253,CONTINUOUS,0.35,130,132,130,130,253,V-CONTINUOUS-SO,0.35,130,132,130,130,253,CONTINUOUS,,,513,511,,
WINNINGSVAK_ZAND,*,-,**,-,GW,-,WINNINGSVAK,_,ZAND,,,,,,,,,,,-,G,,,,,*-**-GW-WINNINGSVAK_ZAND-G,0.18,130,132,130,130,253,CONTINUOUS,0.35,130,132,130,130,253,CONTINUOUS,0.35,130,132,130,130,253,V-CONTINUOUS-SO,0.35,130,132,130,130,253,CONTINUOUS,,,514,511,,
