OMSCHRIJVING;STATUS;-;DISCIPLINE;-;HOOFDGROEP;-;OBJECT;_;SUBOBJECT01;_;SUBOBJECT02;_;SUBOBJECT03;_;SUBOBJECT04;_;SUBOBJECT05;-;BEWERKING;-;ELEMENT;-;SCHAAL;ARCERING;SYMBOOL;LAAGNAAM;B lineweight;B color;B color A;B color GD;B color GN;B color V;B linetype;N lineweight;N color;N color A;N color GD;N color GN;N color V;N linetype;V lineweight;V color;V color A;V color GD;V color GN;V color V;V linetype;T lineweight;T color;T color A;T color GD;T color GN;T color V;T linetype;VRKL_kort;VRKL_lang;VERSIE;WIJZIGING;STATUS;ID;KIND_VAN;
GAS_HULPSTUK;*;-;**;-;KL;-;GAS;_;HULPSTUK;;;;;;;;;;;-;G/S;;;;SKL-WTB_HULP;*-**-KL-GAS_HULPSTUK-G/S;0.18;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;V-CONTINUOUS-SO;0.35;30;32;30;30;252;CONTINUOUS;;;2.3;;;1102;998;
GAS_HULPSTUK_AANSLUITPUNT;*;-;**;-;KL;-;GAS;_;HULPSTUK;_;AANSLUITPUNT;;;;;;;;;-;G;;;;;*-**-KL-GAS_HULPSTUK_AANSLUITPUNT-G;0.18;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;V-CONTINUOUS-SO;0.35;30;32;30;30;252;CONTINUOUS;;;2.3;;;1103;1102;
GAS_HULPSTUK_AFSLUITER;*;-;**;-;KL;-;GAS;_;HULPSTUK;_;AFSLUITER;;;;;;;;;-;G;;;;;*-**-KL-GAS_HULPSTUK_AFSLUITER-G;0.18;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;V-CONTINUOUS-SO;0.35;30;32;30;30;252;CONTINUOUS;;;2.3;;;1104;1102;
GAS_HULPSTUK_DRUKMEETPUNT;*;-;**;-;KL;-;GAS;_;HULPSTUK;_;DRUKMEETPUNT;;;;;;;;;-;G;;;;;*-**-KL-GAS_HULPSTUK_DRUKMEETPUNT-G;0.18;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;V-CONTINUOUS-SO;0.35;30;32;30;30;252;CONTINUOUS;;;2.3;;;1105;1102;
GAS_HULPSTUK_FLENSVERBINDING;*;-;**;-;KL;-;GAS;_;HULPSTUK;_;FLENSVERBINDING;;;;;;;;;-;G;;;;;*-**-KL-GAS_HULPSTUK_FLENSVERBINDING-G;0.18;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;V-CONTINUOUS-SO;0.35;30;32;30;30;252;CONTINUOUS;;;2.3;;;1106;1102;
GAS_HULPSTUK_KNOOPPUNT;*;-;**;-;KL;-;GAS;_;HULPSTUK;_;KNOOPPUNT;;;;;;;;;-;G;;;;;*-**-KL-GAS_HULPSTUK_KNOOPPUNT-G;0.18;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;V-CONTINUOUS-SO;0.35;30;32;30;30;252;CONTINUOUS;;;2.3;;;1107;1102;
GAS_HULPSTUK_MOFVERBINDING;*;-;**;-;KL;-;GAS;_;HULPSTUK;_;MOFVERBINDING;;;;;;;;;-;G;;;;;*-**-KL-GAS_HULPSTUK_MOFVERBINDING-G;0.18;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;V-CONTINUOUS-SO;0.35;30;32;30;30;252;CONTINUOUS;;;2.3;;;1108;1102;
GAS_HULPSTUK_OVERIG;*;-;**;-;KL;-;GAS;_;HULPSTUK;_;OVERIG;;;;;;;;;-;G;;;;;*-**-KL-GAS_HULPSTUK_OVERIG-G;0.18;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;V-CONTINUOUS-SO;0.35;30;32;30;30;252;CONTINUOUS;;;3.1;;VERVALLEN;1109;1102;
GAS_HULPSTUK_STRAATPOT;*;-;**;-;KL;-;GAS;_;HULPSTUK;_;STRAATPOT;;;;;;;;;-;G/S;;;;SKL-GAS_STRAATPOT;*-**-KL-GAS_HULPSTUK_STRAATPOT-G/S;0.18;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;V-CONTINUOUS-SO;0.35;30;32;30;30;252;CONTINUOUS;;;2.3;;;1110;1102;
GAS_INKOOPPUNT;*;-;**;-;KL;-;GAS;_;INKOOPPUNT;;;;;;;;;;;-;G/S;;;;SKL-WTB_INKOOPPUNT;*-**-KL-GAS_INKOOPPUNT-G/S;0.18;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;CONTINUOUS;0.35;30;32;30;30;252;V-CONTINUOUS-SO;0.35;30;32;30;30;252;CONTINUOUS;;;2.3;;;1111;998;
GAS_LD;*;-;**;-;KL;-;GAS;_;LD;;;;;;;;;;;-;G;;;;;*-**-KL-GAS_LD-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1112;998;
GAS_LD_AANSLUITLEIDING;*;-;**;-;KL;-;GAS;_;LD;_;AANSLUITLEIDING;;;;;;;;;-;G;;;;;*-**-KL-GAS_LD_AANSLUITLEIDING-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1113;1112;
GAS_LD_AANSLUITLEIDING_100 MBAR;*;-;**;-;KL;-;GAS;_;LD;_;AANSLUITLEIDING;_;100 MBAR;;;;;;;-;G;;;;;*-**-KL-GAS_LD_AANSLUITLEIDING_100 MBAR-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1114;1113;
GAS_LD_AANSLUITLEIDING_100 MBAR_PE;*;-;**;-;KL;-;GAS;_;LD;_;AANSLUITLEIDING;_;100 MBAR;_;PE;;;;;-;G;;;;;*-**-KL-GAS_LD_AANSLUITLEIDING_100 MBAR_PE-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1115;1114;
GAS_LD_AANSLUITLEIDING_100 MBAR_PE_25;*;-;**;-;KL;-;GAS;_;LD;_;AANSLUITLEIDING;_;100 MBAR;_;PE;_;25;;;-;G;;;;;*-**-KL-GAS_LD_AANSLUITLEIDING_100 MBAR_PE_25-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1116;1115;
GAS_LD_AANSLUITLEIDING_100 MBAR_PE_32;*;-;**;-;KL;-;GAS;_;LD;_;AANSLUITLEIDING;_;100 MBAR;_;PE;_;32;;;-;G;;;;;*-**-KL-GAS_LD_AANSLUITLEIDING_100 MBAR_PE_32-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1117;1115;
GAS_LD_AANSLUITLEIDING_100 MBAR_PE_40;*;-;**;-;KL;-;GAS;_;LD;_;AANSLUITLEIDING;_;100 MBAR;_;PE;_;40;;;-;G;;;;;*-**-KL-GAS_LD_AANSLUITLEIDING_100 MBAR_PE_40-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1118;1115;
GAS_LD_AANSLUITLEIDING_100 MBAR_PE_50;*;-;**;-;KL;-;GAS;_;LD;_;AANSLUITLEIDING;_;100 MBAR;_;PE;_;50;;;-;G;;;;;*-**-KL-GAS_LD_AANSLUITLEIDING_100 MBAR_PE_50-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1119;1115;
GAS_LD_AANSLUITLEIDING_100 MBAR_PE_75;*;-;**;-;KL;-;GAS;_;LD;_;AANSLUITLEIDING;_;100 MBAR;_;PE;_;75;;;-;G;;;;;*-**-KL-GAS_LD_AANSLUITLEIDING_100 MBAR_PE_75-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1120;1115;
GAS_LD_AANSLUITLEIDING_100 MBAR_PE_90;*;-;**;-;KL;-;GAS;_;LD;_;AANSLUITLEIDING;_;100 MBAR;_;PE;_;90;;;-;G;;;;;*-**-KL-GAS_LD_AANSLUITLEIDING_100 MBAR_PE_90-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1121;1115;
GAS_LD_AANSLUITLEIDING_100 MBAR_PVC;*;-;**;-;KL;-;GAS;_;LD;_;AANSLUITLEIDING;_;100 MBAR;_;PVC;;;;;-;G;;;;;*-**-KL-GAS_LD_AANSLUITLEIDING_100 MBAR_PVC-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1122;1114;
GAS_LD_AANSLUITLEIDING_100 MBAR_PVC_25;*;-;**;-;KL;-;GAS;_;LD;_;AANSLUITLEIDING;_;100 MBAR;_;PVC;_;25;;;-;G;;;;;*-**-KL-GAS_LD_AANSLUITLEIDING_100 MBAR_PVC_25-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1123;1122;
GAS_LD_AANSLUITLEIDING_100 MBAR_PVC_32;*;-;**;-;KL;-;GAS;_;LD;_;AANSLUITLEIDING;_;100 MBAR;_;PVC;_;32;;;-;G;;;;;*-**-KL-GAS_LD_AANSLUITLEIDING_100 MBAR_PVC_32-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1124;1122;
GAS_LD_AANSLUITLEIDING_100 MBAR_PVC_40;*;-;**;-;KL;-;GAS;_;LD;_;AANSLUITLEIDING;_;100 MBAR;_;PVC;_;40;;;-;G;;;;;*-**-KL-GAS_LD_AANSLUITLEIDING_100 MBAR_PVC_40-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1125;1122;
GAS_LD_AANSLUITLEIDING_100 MBAR_PVC_50;*;-;**;-;KL;-;GAS;_;LD;_;AANSLUITLEIDING;_;100 MBAR;_;PVC;_;50;;;-;G;;;;;*-**-KL-GAS_LD_AANSLUITLEIDING_100 MBAR_PVC_50-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1126;1122;
GAS_LD_AANSLUITLEIDING_100 MBAR_PVC_75;*;-;**;-;KL;-;GAS;_;LD;_;AANSLUITLEIDING;_;100 MBAR;_;PVC;_;75;;;-;G;;;;;*-**-KL-GAS_LD_AANSLUITLEIDING_100 MBAR_PVC_75-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1127;1122;
GAS_LD_AANSLUITLEIDING_100 MBAR_PVC_90;*;-;**;-;KL;-;GAS;_;LD;_;AANSLUITLEIDING;_;100 MBAR;_;PVC;_;90;;;-;G;;;;;*-**-KL-GAS_LD_AANSLUITLEIDING_100 MBAR_PVC_90-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1128;1122;
GAS_LD_AANSLUITLEIDING_30 MBAR;*;-;**;-;KL;-;GAS;_;LD;_;AANSLUITLEIDING;_;30 MBAR;;;;;;;-;G;;;;;*-**-KL-GAS_LD_AANSLUITLEIDING_30 MBAR-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1129;1113;
GAS_LD_AANSLUITLEIDING_30 MBAR_PE;*;-;**;-;KL;-;GAS;_;LD;_;AANSLUITLEIDING;_;30 MBAR;_;PE;;;;;-;G;;;;;*-**-KL-GAS_LD_AANSLUITLEIDING_30 MBAR_PE-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1130;1129;
GAS_LD_AANSLUITLEIDING_30 MBAR_PE_25;*;-;**;-;KL;-;GAS;_;LD;_;AANSLUITLEIDING;_;30 MBAR;_;PE;_;25;;;-;G;;;;;*-**-KL-GAS_LD_AANSLUITLEIDING_30 MBAR_PE_25-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1131;1130;
GAS_LD_AANSLUITLEIDING_30 MBAR_PE_32;*;-;**;-;KL;-;GAS;_;LD;_;AANSLUITLEIDING;_;30 MBAR;_;PE;_;32;;;-;G;;;;;*-**-KL-GAS_LD_AANSLUITLEIDING_30 MBAR_PE_32-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1132;1130;
GAS_LD_AANSLUITLEIDING_30 MBAR_PE_40;*;-;**;-;KL;-;GAS;_;LD;_;AANSLUITLEIDING;_;30 MBAR;_;PE;_;40;;;-;G;;;;;*-**-KL-GAS_LD_AANSLUITLEIDING_30 MBAR_PE_40-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1133;1130;
GAS_LD_AANSLUITLEIDING_30 MBAR_PE_50;*;-;**;-;KL;-;GAS;_;LD;_;AANSLUITLEIDING;_;30 MBAR;_;PE;_;50;;;-;G;;;;;*-**-KL-GAS_LD_AANSLUITLEIDING_30 MBAR_PE_50-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1134;1130;
GAS_LD_AANSLUITLEIDING_30 MBAR_PE_75;*;-;**;-;KL;-;GAS;_;LD;_;AANSLUITLEIDING;_;30 MBAR;_;PE;_;75;;;-;G;;;;;*-**-KL-GAS_LD_AANSLUITLEIDING_30 MBAR_PE_75-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1135;1130;
GAS_LD_AANSLUITLEIDING_30 MBAR_PE_90;*;-;**;-;KL;-;GAS;_;LD;_;AANSLUITLEIDING;_;30 MBAR;_;PE;_;90;;;-;G;;;;;*-**-KL-GAS_LD_AANSLUITLEIDING_30 MBAR_PE_90-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1136;1130;
GAS_LD_AANSLUITLEIDING_30 MBAR_PVC;*;-;**;-;KL;-;GAS;_;LD;_;AANSLUITLEIDING;_;30 MBAR;_;PVC;;;;;-;G;;;;;*-**-KL-GAS_LD_AANSLUITLEIDING_30 MBAR_PVC-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1137;1129;
GAS_LD_AANSLUITLEIDING_30 MBAR_PVC_25;*;-;**;-;KL;-;GAS;_;LD;_;AANSLUITLEIDING;_;30 MBAR;_;PVC;_;25;;;-;G;;;;;*-**-KL-GAS_LD_AANSLUITLEIDING_30 MBAR_PVC_25-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1138;1137;
GAS_LD_AANSLUITLEIDING_30 MBAR_PVC_32;*;-;**;-;KL;-;GAS;_;LD;_;AANSLUITLEIDING;_;30 MBAR;_;PVC;_;32;;;-;G;;;;;*-**-KL-GAS_LD_AANSLUITLEIDING_30 MBAR_PVC_32-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1139;1137;
GAS_LD_AANSLUITLEIDING_30 MBAR_PVC_40;*;-;**;-;KL;-;GAS;_;LD;_;AANSLUITLEIDING;_;30 MBAR;_;PVC;_;40;;;-;G;;;;;*-**-KL-GAS_LD_AANSLUITLEIDING_30 MBAR_PVC_40-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1140;1137;
GAS_LD_AANSLUITLEIDING_30 MBAR_PVC_50;*;-;**;-;KL;-;GAS;_;LD;_;AANSLUITLEIDING;_;30 MBAR;_;PVC;_;50;;;-;G;;;;;*-**-KL-GAS_LD_AANSLUITLEIDING_30 MBAR_PVC_50-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1141;1137;
GAS_LD_AANSLUITLEIDING_30 MBAR_PVC_75;*;-;**;-;KL;-;GAS;_;LD;_;AANSLUITLEIDING;_;30 MBAR;_;PVC;_;75;;;-;G;;;;;*-**-KL-GAS_LD_AANSLUITLEIDING_30 MBAR_PVC_75-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1142;1137;
GAS_LD_HOOFDLEIDING;*;-;**;-;KL;-;GAS;_;LD;_;HOOFDLEIDING;;;;;;;;;-;G;;;;;*-**-KL-GAS_LD_HOOFDLEIDING-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1143;1112;
GAS_LD_HOOFDLEIDING_100 MBAR;*;-;**;-;KL;-;GAS;_;LD;_;HOOFDLEIDING;_;100 MBAR;;;;;;;-;G;;;;;*-**-KL-GAS_LD_HOOFDLEIDING_100 MBAR-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1144;1143;
GAS_LD_HOOFDLEIDING_100 MBAR_PE;*;-;**;-;KL;-;GAS;_;LD;_;HOOFDLEIDING;_;100 MBAR;_;PE;;;;;-;G;;;;;*-**-KL-GAS_LD_HOOFDLEIDING_100 MBAR_PE-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1145;1144;
GAS_LD_HOOFDLEIDING_100 MBAR_PE_110;*;-;**;-;KL;-;GAS;_;LD;_;HOOFDLEIDING;_;100 MBAR;_;PE;_;110;;;-;G;;;;;*-**-KL-GAS_LD_HOOFDLEIDING_100 MBAR_PE_110-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1146;1145;
GAS_LD_HOOFDLEIDING_100 MBAR_PE_160;*;-;**;-;KL;-;GAS;_;LD;_;HOOFDLEIDING;_;100 MBAR;_;PE;_;160;;;-;G;;;;;*-**-KL-GAS_LD_HOOFDLEIDING_100 MBAR_PE_160-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1147;1145;
GAS_LD_HOOFDLEIDING_100 MBAR_PE_250;*;-;**;-;KL;-;GAS;_;LD;_;HOOFDLEIDING;_;100 MBAR;_;PE;_;250;;;-;G;;;;;*-**-KL-GAS_LD_HOOFDLEIDING_100 MBAR_PE_250-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1148;1145;
GAS_LD_HOOFDLEIDING_100 MBAR_PE_315;*;-;**;-;KL;-;GAS;_;LD;_;HOOFDLEIDING;_;100 MBAR;_;PE;_;315;;;-;G;;;;;*-**-KL-GAS_LD_HOOFDLEIDING_100 MBAR_PE_315-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1149;1145;
GAS_LD_HOOFDLEIDING_100 MBAR_PE_75;*;-;**;-;KL;-;GAS;_;LD;_;HOOFDLEIDING;_;100 MBAR;_;PE;_;75;;;-;G;;;;;*-**-KL-GAS_LD_HOOFDLEIDING_100 MBAR_PE_75-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1150;1145;
GAS_LD_HOOFDLEIDING_100 MBAR_PE_90;*;-;**;-;KL;-;GAS;_;LD;_;HOOFDLEIDING;_;100 MBAR;_;PE;_;90;;;-;G;;;;;*-**-KL-GAS_LD_HOOFDLEIDING_100 MBAR_PE_90-G;0.18;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;0.35;50;52;50;50;252;V-KL-GAS_LD-SO;0.35;50;52;50;50;252;KL-GAS_LD-SO;;;4.0;Kleur 50 ipv 30 vanwege verschil met HD;GEWIJZIGD;1151;1145;
