OMSCHRIJVING;STATUS;-;DISCIPLINE;-;HOOFDGROEP;-;OBJECT;_;SUBOBJECT01;_;SUBOBJECT02;_;SUBOBJECT03;_;SUBOBJECT04;_;SUBOBJECT05;-;BEWERKING;-;ELEMENT;-;SCHAAL;ARCERING;SYMBOOL;LAAGNAAM;B lineweight;B color;B color A;B color GD;B color GN;B color V;B linetype;N lineweight;N color;N color A;N color GD;N color GN;N color V;N linetype;V lineweight;V color;V color A;V color GD;V color GN;V color V;V linetype;T lineweight;T color;T color A;T color GD;T color GN;T color V;T linetype;VRKL_kort;VRKL_lang;VERSIE;WIJZIGING;STATUS;ID;KIND_VAN;
WATER_BRANDLEIDING_HUISAANSLUITING_PE_110;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;HUISAANSLUITING;_;PE;_;110;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_HUISAANSLUITING_PE_110-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1286;1285;
WATER_BRANDLEIDING_HUISAANSLUITING_PE_32;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;HUISAANSLUITING;_;PE;_;32;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_HUISAANSLUITING_PE_32-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1287;1285;
WATER_BRANDLEIDING_HUISAANSLUITING_PE_40;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;HUISAANSLUITING;_;PE;_;40;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_HUISAANSLUITING_PE_40-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1288;1285;
WATER_BRANDLEIDING_HUISAANSLUITING_PE_50;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;HUISAANSLUITING;_;PE;_;50;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_HUISAANSLUITING_PE_50-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1289;1285;
WATER_BRANDLEIDING_HUISAANSLUITING_PE_63;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;HUISAANSLUITING;_;PE;_;63;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_HUISAANSLUITING_PE_63-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1290;1285;
WATER_BRANDLEIDING_HUISAANSLUITING_PE_75;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;HUISAANSLUITING;_;PE;_;75;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_HUISAANSLUITING_PE_75-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1291;1285;
WATER_BRANDLEIDING_HUISAANSLUITING_PE_90;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;HUISAANSLUITING;_;PE;_;90;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_HUISAANSLUITING_PE_90-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1292;1285;
WATER_BRANDLEIDING_HUISAANSLUITING_PVC;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;HUISAANSLUITING;_;PVC;;;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_HUISAANSLUITING_PVC-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1293;1284;
WATER_BRANDLEIDING_HUISAANSLUITING_PVC_110;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;HUISAANSLUITING;_;PVC;_;110;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_HUISAANSLUITING_PVC_110-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1294;1293;
WATER_BRANDLEIDING_HUISAANSLUITING_PVC_32;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;HUISAANSLUITING;_;PVC;_;32;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_HUISAANSLUITING_PVC_32-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1295;1293;
WATER_BRANDLEIDING_HUISAANSLUITING_PVC_40;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;HUISAANSLUITING;_;PVC;_;40;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_HUISAANSLUITING_PVC_40-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1296;1293;
WATER_BRANDLEIDING_HUISAANSLUITING_PVC_50;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;HUISAANSLUITING;_;PVC;_;50;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_HUISAANSLUITING_PVC_50-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1297;1293;
WATER_BRANDLEIDING_HUISAANSLUITING_PVC_63;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;HUISAANSLUITING;_;PVC;_;63;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_HUISAANSLUITING_PVC_63-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1298;1293;
WATER_BRANDLEIDING_HUISAANSLUITING_PVC_75;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;HUISAANSLUITING;_;PVC;_;75;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_HUISAANSLUITING_PVC_75-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1299;1293;
WATER_BRANDLEIDING_HUISAANSLUITING_PVC_90;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;HUISAANSLUITING;_;PVC;_;90;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_HUISAANSLUITING_PVC_90-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1300;1293;
WATER_BRANDLEIDING_HULPSTUK;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;HULPSTUK;;;;;;;;;-;G/S;;;;SKL-WTB_HULP;*-**-KL-WATER_BRANDLEIDING_HULPSTUK-G/S;0.18;150;152;150;150;252;CONTINUOUS;0.35;150;152;150;150;252;CONTINUOUS;0.35;150;152;150;150;252;V-CONTINUOUS-SO;0.35;150;152;150;150;252;CONTINUOUS;;;2.3;;;1301;1280;
WATER_BRANDLEIDING_HULPSTUK_AANSLUITPUNT;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;HULPSTUK;_;AANSLUITPUNT;;;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_HULPSTUK_AANSLUITPUNT-G;0.18;150;152;150;150;252;CONTINUOUS;0.35;150;152;150;150;252;CONTINUOUS;0.35;150;152;150;150;252;V-CONTINUOUS-SO;0.35;150;152;150;150;252;CONTINUOUS;;;2.3;;;1302;1301;
WATER_BRANDLEIDING_HULPSTUK_AFSLUITER;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;HULPSTUK;_;AFSLUITER;;;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_HULPSTUK_AFSLUITER-G;0.18;150;152;150;150;252;CONTINUOUS;0.35;150;152;150;150;252;CONTINUOUS;0.35;150;152;150;150;252;V-CONTINUOUS-SO;0.35;150;152;150;150;252;CONTINUOUS;;;2.3;;;1303;1301;
WATER_BRANDLEIDING_HULPSTUK_DRUKMEETPUNT;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;HULPSTUK;_;DRUKMEETPUNT;;;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_HULPSTUK_DRUKMEETPUNT-G;0.18;150;152;150;150;252;CONTINUOUS;0.35;150;152;150;150;252;CONTINUOUS;0.35;150;152;150;150;252;V-CONTINUOUS-SO;0.35;150;152;150;150;252;CONTINUOUS;;;2.3;;;1304;1301;
WATER_BRANDLEIDING_HULPSTUK_DRUKREGELAAR;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;HULPSTUK;_;DRUKREGELAAR;;;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_HULPSTUK_DRUKREGELAAR-G;0.18;150;152;150;150;252;CONTINUOUS;0.35;150;152;150;150;252;CONTINUOUS;0.35;150;152;150;150;252;V-CONTINUOUS-SO;0.35;150;152;150;150;252;CONTINUOUS;;;2.3;;;1305;1301;
WATER_BRANDLEIDING_HULPSTUK_OVERIG;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;HULPSTUK;_;OVERIG;;;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_HULPSTUK_OVERIG-G;0.18;150;152;150;150;252;CONTINUOUS;0.35;150;152;150;150;252;CONTINUOUS;0.35;150;152;150;150;252;V-CONTINUOUS-SO;0.35;150;152;150;150;252;CONTINUOUS;;;3.1;;VERVALLEN;1306;1301;
WATER_BRANDLEIDING_HULPSTUK_SCHOONMAAKSTUK;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;HULPSTUK;_;SCHOONMAAKSTUK;;;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_HULPSTUK_SCHOONMAAKSTUK-G;0.18;150;152;150;150;252;CONTINUOUS;0.35;150;152;150;150;252;CONTINUOUS;0.35;150;152;150;150;252;V-CONTINUOUS-SO;0.35;150;152;150;150;252;CONTINUOUS;;;2.3;;;1307;1301;
WATER_BRANDLEIDING_HULPSTUK_WATERMETER;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;HULPSTUK;_;WATERMETER;;;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_HULPSTUK_WATERMETER-G;0.18;150;152;150;150;252;CONTINUOUS;0.35;150;152;150;150;252;CONTINUOUS;0.35;150;152;150;150;252;V-CONTINUOUS-SO;0.35;150;152;150;150;252;CONTINUOUS;;;2.3;;;1308;1301;
WATER_BRANDLEIDING_LOCATIEPAAL;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;LOCATIEPAAL;;;;;;;;;-;G/S;;;;SKL-LEIDINGMERKPAAL;*-**-KL-WATER_BRANDLEIDING_LOCATIEPAAL-G/S;0.18;150;152;150;150;252;CONTINUOUS;0.35;150;152;150;150;252;CONTINUOUS;0.35;150;152;150;150;252;V-CONTINUOUS-SO;0.35;150;152;150;150;252;CONTINUOUS;;;2.3;;;1309;1280;
WATER_BRANDLEIDING_PUT;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;PUT;;;;;;;;;-;G/S;;;;SKL-WTB_PUT;*-**-KL-WATER_BRANDLEIDING_PUT-G/S;0.18;150;152;150;150;252;CONTINUOUS;0.35;150;152;150;150;252;CONTINUOUS;0.35;150;152;150;150;252;V-CONTINUOUS-SO;0.35;150;152;150;150;252;CONTINUOUS;;;2.3;;;1310;1280;
WATER_BRANDLEIDING_PUTKAST;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;PUTKAST;;;;;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_PUTKAST-G;0.18;150;152;150;150;252;CONTINUOUS;0.35;150;152;150;150;252;CONTINUOUS;0.35;150;152;150;150;252;V-CONTINUOUS-SO;0.35;150;152;150;150;252;CONTINUOUS;;;2.3;;;1311;1280;
WATER_BRANDLEIDING_TRANSPORTLEIDING;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;TRANSPORTLEIDING;;;;;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_TRANSPORTLEIDING-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1312;1280;
WATER_BRANDLEIDING_TRANSPORTLEIDING_PE;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;TRANSPORTLEIDING;_;PE;;;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_TRANSPORTLEIDING_PE-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1313;1312;
WATER_BRANDLEIDING_TRANSPORTLEIDING_PE_110;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;TRANSPORTLEIDING;_;PE;_;110;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_TRANSPORTLEIDING_PE_110-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1314;1313;
WATER_BRANDLEIDING_TRANSPORTLEIDING_PE_125;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;TRANSPORTLEIDING;_;PE;_;125;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_TRANSPORTLEIDING_PE_125-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1315;1313;
WATER_BRANDLEIDING_TRANSPORTLEIDING_PE_160;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;TRANSPORTLEIDING;_;PE;_;160;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_TRANSPORTLEIDING_PE_160-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1316;1313;
WATER_BRANDLEIDING_TRANSPORTLEIDING_PE_250;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;TRANSPORTLEIDING;_;PE;_;250;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_TRANSPORTLEIDING_PE_250-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1317;1313;
WATER_BRANDLEIDING_TRANSPORTLEIDING_PE_315;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;TRANSPORTLEIDING;_;PE;_;315;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_TRANSPORTLEIDING_PE_315-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1318;1313;
WATER_BRANDLEIDING_TRANSPORTLEIDING_PE_400;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;TRANSPORTLEIDING;_;PE;_;400;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_TRANSPORTLEIDING_PE_400-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1319;1313;
WATER_BRANDLEIDING_TRANSPORTLEIDING_PE_500;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;TRANSPORTLEIDING;_;PE;_;500;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_TRANSPORTLEIDING_PE_500-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1320;1313;
WATER_BRANDLEIDING_TRANSPORTLEIDING_PE_630;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;TRANSPORTLEIDING;_;PE;_;630;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_TRANSPORTLEIDING_PE_630-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1321;1313;
WATER_BRANDLEIDING_TRANSPORTLEIDING_PVC;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;TRANSPORTLEIDING;_;PVC;;;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_TRANSPORTLEIDING_PVC-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1322;1312;
WATER_BRANDLEIDING_TRANSPORTLEIDING_PVC_110;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;TRANSPORTLEIDING;_;PVC;_;110;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_TRANSPORTLEIDING_PVC_110-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1323;1322;
WATER_BRANDLEIDING_TRANSPORTLEIDING_PVC_125;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;TRANSPORTLEIDING;_;PVC;_;125;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_TRANSPORTLEIDING_PVC_125-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1324;1322;
WATER_BRANDLEIDING_TRANSPORTLEIDING_PVC_160;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;TRANSPORTLEIDING;_;PVC;_;160;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_TRANSPORTLEIDING_PVC_160-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1325;1322;
WATER_BRANDLEIDING_TRANSPORTLEIDING_PVC_250;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;TRANSPORTLEIDING;_;PVC;_;250;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_TRANSPORTLEIDING_PVC_250-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1326;1322;
WATER_BRANDLEIDING_TRANSPORTLEIDING_PVC_315;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;TRANSPORTLEIDING;_;PVC;_;315;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_TRANSPORTLEIDING_PVC_315-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1327;1322;
WATER_BRANDLEIDING_TRANSPORTLEIDING_PVC_400;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;TRANSPORTLEIDING;_;PVC;_;400;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_TRANSPORTLEIDING_PVC_400-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1328;1322;
WATER_BRANDLEIDING_TRANSPORTLEIDING_PVC_500;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;TRANSPORTLEIDING;_;PVC;_;500;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_TRANSPORTLEIDING_PVC_500-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1329;1322;
